# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1423       1.020882309293e-10       1.736217799968e-12      -5.409742010975e-12       1.053360074096e-14       1.702158432312e-15       4.976828657968e-16      -3.136635502599e-17 
 1424       1.020656107016e-10       1.721566140568e-12      -5.337937806254e-12       1.053028218798e-14       1.697612684743e-15       4.963073530830e-16      -3.062469564630e-17 
 1425       1.020376724223e-10       1.707220992920e-12      -5.265490167270e-12       1.052691096577e-14       1.693081853697e-15       4.948868527295e-16      -2.988342606505e-17 
 1426       1.020043789958e-10       1.693186685270e-12      -5.192428604249e-12       1.052348569392e-14       1.688565875538e-15       4.934214894749e-16      -2.914259859284e-17 
 1427       1.019656932092e-10       1.679467564182e-12      -5.118782801833e-12       1.052000498480e-14       1.684064685807e-15       4.919113894948e-16      -2.840226580128e-17 
 1428       1.019215777316e-10       1.666067994559e-12      -5.044582619386e-12       1.051646744354e-14       1.679578219220e-15       4.903566804041e-16      -2.766248052347e-17 
 1429       1.018719951144e-10       1.652992359682e-12      -4.969858091310e-12       1.051287166803e-14       1.675106409669e-15       4.887574912604e-16      -2.692329585443e-17 
 1430       1.018169077908e-10       1.640245061226e-12      -4.894639427348e-12       1.050921624888e-14       1.670649190220e-15       4.871139525666e-16      -2.618476515147e-17 
 1431       1.017562780757e-10       1.627830519298e-12      -4.818957012899e-12       1.050549976940e-14       1.666206493109e-15       4.854261962741e-16      -2.544694203472e-17 
 1432       1.016900681657e-10       1.615753172463e-12      -4.742841409327e-12       1.050172080566e-14       1.661778249741e-15       4.836943557856e-16      -2.470988038747e-17 
 1433       1.016182401389e-10       1.604017477770e-12      -4.666323354270e-12       1.049787792639e-14       1.657364390689e-15       4.819185659578e-16      -2.397363435665e-17 
 1434       1.015407559545e-10       1.592627910782e-12      -4.589433761950e-12       1.049396969301e-14       1.652964845692e-15       4.800989631050e-16      -2.323825835323e-17 
 1435       1.014575774531e-10       1.581588965606e-12      -4.512203723482e-12       1.048999465961e-14       1.648579543654e-15       4.782356850011e-16      -2.250380705270e-17 
 1436       1.013686663560e-10       1.570905154917e-12      -4.434664507188e-12       1.048595137295e-14       1.644208412641e-15       4.763288708833e-16      -2.177033539544e-17 
 1437       1.012739842656e-10       1.560581009994e-12      -4.356847558902e-12       1.048183837244e-14       1.639851379877e-15       4.743786614546e-16      -2.103789858720e-17 
 1438       1.011734926648e-10       1.550621080739e-12      -4.278784502284e-12       1.047765419009e-14       1.635508371748e-15       4.723851988870e-16      -2.030655209950e-17 
 1439       1.010671529172e-10       1.541029935713e-12      -4.200507139126e-12       1.047339735058e-14       1.631179313795e-15       4.703486268242e-16      -1.957635167008e-17 
 1440       1.009549262665e-10       1.531812162162e-12      -4.122047449666e-12       1.046906637115e-14       1.626864130716e-15       4.682690903846e-16      -1.884735330330e-17 
 1441       1.008367877444e-10       1.522971364470e-12      -4.043436227880e-12       1.046465998367e-14       1.622562753013e-15       4.661470211271e-16      -1.811963312828e-17 
 1442       1.007127680468e-10       1.514507148358e-12      -3.964698971586e-12       1.046017780291e-14       1.618275137020e-15       4.639839951068e-16      -1.739334719272e-17 
 1443       1.005829120824e-10       1.506418106131e-12      -3.885859951247e-12       1.045561966504e-14       1.614001245079e-15       4.617818835335e-16      -1.666867227677e-17 
 1444       1.004472651036e-10       1.498702815453e-12      -3.806943571429e-12       1.045098540614e-14       1.609741038900e-15       4.595425686189e-16      -1.594578609202e-17 
 1445       1.003058727079e-10       1.491359839311e-12      -3.727974371036e-12       1.044627486232e-14       1.605494479562e-15       4.572679435956e-16      -1.522486728304e-17 
 1446       1.001587808382e-10       1.484387725990e-12      -3.648977023535e-12       1.044148786960e-14       1.601261527513e-15       4.549599127366e-16      -1.450609542904e-17 
 1447       1.000060357833e-10       1.477785009040e-12      -3.569976337195e-12       1.043662426403e-14       1.597042142565e-15       4.526203913746e-16      -1.378965104535e-17 
 1448       9.984768417883e-11       1.471550207249e-12      -3.490997255313e-12       1.043168388160e-14       1.592836283896e-15       4.502513059217e-16      -1.307571558507e-17 
 1449       9.968377300790e-11       1.465681824614e-12      -3.412064856445e-12       1.042666655826e-14       1.588643910046e-15       4.478545938882e-16      -1.236447144061e-17 
 1450       9.951434960150e-11       1.460178350308e-12      -3.333204354641e-12       1.042157212997e-14       1.584464978919e-15       4.454322039028e-16      -1.165610194529e-17 
 1451       9.933946163935e-11       1.455038258655e-12      -3.254441099671e-12       1.041640043264e-14       1.580299447776e-15       4.429860957311e-16      -1.095079137488e-17 
 1452       9.915915715049e-11       1.450260009097e-12      -3.175800577261e-12       1.041115130214e-14       1.576147273241e-15       4.405182402956e-16      -1.024872494924e-17 
 1453       9.897348451392e-11       1.445842046169e-12      -3.097308409320e-12       1.040582457435e-14       1.572008411292e-15       4.380306196949e-16      -9.550088833843e-18 
 1454       9.878249245926e-11       1.441782799464e-12      -3.018990354174e-12       1.040042008509e-14       1.567882817265e-15       4.355252272229e-16      -8.855070141361e-18 
 1455       9.858623006741e-11       1.438080683608e-12      -2.940872306796e-12       1.039493767016e-14       1.563770445853e-15       4.330040673888e-16      -8.163856933268e-18 
 1456       9.838474677116e-11       1.434734098228e-12      -2.862980299037e-12       1.038937716536e-14       1.559671251098e-15       4.304691559354e-16      -7.476638221398e-18 
 1457       9.817809235590e-11       1.431741427925e-12      -2.785340499859e-12       1.038373840644e-14       1.555585186396e-15       4.279225198596e-16      -6.793603969526e-18 
 1458       9.796631696019e-11       1.429101042242e-12      -2.707979215563e-12       1.037802122912e-14       1.551512204496e-15       4.253661974312e-16      -6.114945094945e-18 
 1459       9.774947107648e-11       1.426811295637e-12      -2.630922890022e-12       1.037222546912e-14       1.547452257494e-15       4.228022382123e-16      -5.440853470047e-18 
 1460       9.752760555172e-11       1.424870527450e-12      -2.554198104912e-12       1.036635096210e-14       1.543405296832e-15       4.202327030769e-16      -4.771521923897e-18 
 1461       9.730077158801e-11       1.423277061880e-12      -2.477831579942e-12       1.036039754374e-14       1.539371273303e-15       4.176596642299e-16      -4.107144243813e-18 
 1462       9.706902074325e-11       1.422029207947e-12      -2.401850173088e-12       1.035436504965e-14       1.535350137042e-15       4.150852052271e-16      -3.447915176941e-18 
 1463       9.683240493182e-11       1.421125259472e-12      -2.326280880821e-12       1.034825331545e-14       1.531341837528e-15       4.125114209941e-16      -2.794030431835e-18 
 1464       9.659097642517e-11       1.420563495038e-12      -2.251150838340e-12       1.034206217673e-14       1.527346323584e-15       4.099404178456e-16      -2.145686680034e-18 
 1465       9.634478785252e-11       1.420342177969e-12      -2.176487319803e-12       1.033579146904e-14       1.523363543371e-15       4.073743135053e-16      -1.503081557637e-18 
 1466       9.609389220148e-11       1.420459556295e-12      -2.102317738555e-12       1.032944102792e-14       1.519393444393e-15       4.048152371247e-16      -8.664136668859e-19 
 1467       9.583834281871e-11       1.420913862726e-12      -2.028669647365e-12       1.032301068889e-14       1.515435973489e-15       4.022653293030e-16      -2.358825777376e-19 
 1468       9.557819341057e-11       1.421703314620e-12      -1.955570738653e-12       1.031650028745e-14       1.511491076837e-15       3.997267421062e-16       3.883111705556e-19 
 1469       9.531349804374e-11       1.422826113956e-12      -1.883048844721e-12       1.030990965905e-14       1.507558699950e-15       3.972016390863e-16       1.005966067869e-18 
 1470       9.504431114592e-11       1.424280447302e-12      -1.811131937986e-12       1.030323863916e-14       1.503638787673e-15       3.946921953013e-16       1.616879631627e-18 
 1471       9.477068750643e-11       1.426064485787e-12      -1.739848131210e-12       1.029648706320e-14       1.499731284185e-15       3.922005973338e-16       2.220848405228e-18 
 1472       9.449268227690e-11       1.428176385074e-12      -1.669225677733e-12       1.028965476657e-14       1.495836132997e-15       3.897290433110e-16       2.817667956466e-18 
 1473       9.421035097186e-11       1.430614285325e-12      -1.599292971700e-12       1.028274158467e-14       1.491953276949e-15       3.872797429238e-16       3.407132875948e-18 
 1474       9.392374946947e-11       1.433376311176e-12      -1.530078548298e-12       1.027574735285e-14       1.488082658209e-15       3.848549174464e-16       3.989036775527e-18 
 1475       9.363293401209e-11       1.436460571707e-12      -1.461611083980e-12       1.026867190646e-14       1.484224218273e-15       3.824567997553e-16       4.563172286713e-18 
 1476       9.333796120697e-11       1.439865160411e-12      -1.393919396704e-12       1.026151508082e-14       1.480377897960e-15       3.800876343491e-16       5.129331059104e-18 
 1477       9.303888802690e-11       1.443588155166e-12      -1.327032446157e-12       1.025427671125e-14       1.476543637416e-15       3.777496773675e-16       5.687303758803e-18 
 1478       9.273577181083e-11       1.447627618206e-12      -1.260979333990e-12       1.024695663302e-14       1.472721376110e-15       3.754451966111e-16       6.236880066845e-18 
 1479       9.242867026455e-11       1.451981596089e-12      -1.195789304051e-12       1.023955468139e-14       1.468911052829e-15       3.731764715604e-16       6.777848677614e-18 
 1480       9.211764618242e-11       1.456647582240e-12      -1.131488456962e-12       1.023207086097e-14       1.465112610919e-15       3.709451299362e-16       7.310065341656e-18 
 1481       9.180278166237e-11       1.461620898827e-12      -1.068089857889e-12       1.022450585555e-14       1.461326014035e-15       3.687501501684e-16       7.833657732868e-18 
 1482       9.148416403264e-11       1.466896298831e-12      -1.005603331474e-12       1.021686052329e-14       1.457551230544e-15       3.665898392252e-16       8.348822602772e-18 
 1483       9.116188114442e-11       1.472468501973e-12      -9.440387386653e-13       1.020913572786e-14       1.453788228294e-15       3.644624942637e-16       8.855757921989e-18 
 1484       9.083602137265e-11       1.478332194650e-12      -8.834059767681e-13       1.020133233840e-14       1.450036974621e-15       3.623664026133e-16       9.354662882392e-18 
 1485       9.050667361703e-11       1.484482029881e-12      -8.237149794954e-13       1.019345122957e-14       1.446297436346e-15       3.602998417589e-16       9.845737899249e-18 
 1486       9.017392730284e-11       1.490912627241e-12      -7.649757170195e-13       1.018549328154e-14       1.442569579768e-15       3.582610793235e-16       1.032918461338e-17 
 1487       8.983787238192e-11       1.497618572810e-12      -7.071981960237e-13       1.017745938002e-14       1.438853370673e-15       3.562483730515e-16       1.080520589328e-17 
 1488       8.949859933351e-11       1.504594419109e-12      -6.503924597526e-13       1.016935041623e-14       1.435148774323e-15       3.542599707919e-16       1.127400583731e-17 
 1489       8.915619916522e-11       1.511834685043e-12      -5.945685880644e-13       1.016116728695e-14       1.431455755463e-15       3.522941104810e-16       1.173578977580e-17 
 1490       8.881076341388e-11       1.519333855843e-12      -5.397366974814e-13       1.015291089451e-14       1.427774278312e-15       3.503490201259e-16       1.219076427323e-17 
 1491       8.846238414649e-11       1.527086383005e-12      -4.859069412416e-13       1.014458214682e-14       1.424104306571e-15       3.484229177872e-16       1.263913713035e-17 
 1492       8.811115396110e-11       1.535086684234e-12      -4.330895093498e-13       1.013618195733e-14       1.420445803414e-15       3.465140115622e-16       1.308111738634e-17 
 1493       8.775716598773e-11       1.543329143380e-12      -3.812946286291e-13       1.012771124510e-14       1.416798731490e-15       3.446204995681e-16       1.351691532098e-17 
