# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:dens[1]-dens[2]       11:dens[1]-dens[3]       12:dens[1]-dens[4]       13:dens[1]-dens[5]       14:dens[2]-dens[2]       15:dens[2]-dens[3]       16:dens[2]-dens[4]       17:dens[2]-dens[5]       18:dens[3]-dens[3]       19:dens[3]-dens[4]       20:dens[3]-dens[5]       21:dens[4]-dens[4]       22:dens[4]-dens[5]       23:dens[5]-dens[5]       24:phi-dens[1]           25:phi-dens[2]           26:phi-dens[3]           27:phi-dens[4]           28:phi-dens[5]        
  120       4.413846062290e-10       1.351786910845e-13      -4.721847357189e-12       0.000000000000e+00       6.663014936872e-12       1.039210411998e-12      -6.174075912924e-15       1.156656722839e-01      -1.641337771720e-04       1.313125439877e-03      -6.238185538938e-05      -2.307660826301e-04       6.872703281504e-02       1.914239654075e-04       2.314248939861e-04       8.809900757972e-04       1.311896267430e-02       1.547947883235e-07       5.781079716782e-07       6.202491682254e-03       8.604069663535e-09       3.439258281860e-03       6.732516064151e-08       5.790139010204e-08       2.891815398632e-08       1.819434539549e-08       1.233771458065e-08 
  121       4.458590327939e-10       1.363650597689e-13      -4.796323577184e-12       0.000000000000e+00       6.513753336706e-12       1.020839374700e-12      -6.105198072405e-15       1.159144760079e-01      -1.619668240190e-04       1.231084964857e-03      -3.896553732385e-05      -2.510802100458e-04       6.891002310858e-02      -3.073691075426e-04       1.541498337411e-05       7.676068529821e-04       1.328934603030e-02       1.847353241859e-07       6.821546078289e-07       6.289207897924e-03       7.431599177770e-09       3.489226146664e-03       6.635796899812e-08       5.711155870996e-08       2.870377203232e-08       1.809681802305e-08       1.228848323094e-08 
  122       4.503447782464e-10       1.374974214856e-13      -4.869411195919e-12       0.000000000000e+00       6.368959616119e-12       1.002934919673e-12      -6.031023035642e-15       1.161712273107e-01      -1.511790366243e-04       1.119358724754e-03      -8.308637245902e-06      -2.695666207407e-04       6.900759429412e-02      -8.312885278349e-04      -1.986375166980e-04       6.308970293403e-04       1.346007319576e-02       2.078415010718e-07       7.589543463432e-07       6.376216946330e-03       6.093760003262e-09       3.539392114668e-03       6.542034030383e-08       5.626030439798e-08       2.849120354422e-08       1.799898216869e-08       1.223871961762e-08 
  123       4.548408327272e-10       1.385745465117e-13      -4.941036588612e-12       0.000000000000e+00       6.228507375089e-12       9.854849405136e-13      -5.952473206980e-15       1.164372772937e-01      -1.333064000287e-04       9.840094100205e-04       2.765397615493e-05      -2.857373969186e-04       6.903394685283e-02      -1.365588587290e-03      -4.053322544105e-04       4.759384017079e-04       1.363108828603e-02       2.211226816632e-07       7.973076810005e-07       6.463516056212e-03       4.642634309388e-09       3.589753629146e-03       6.451185190395e-08       5.536326065197e-08       2.828055036730e-08       1.790088991385e-08       1.218845294308e-08 
  124       4.593460870199e-10       1.395952429829e-13      -5.011126010323e-12       0.000000000000e+00       6.092239712546e-12       9.684738804165e-13      -5.870536650730e-15       1.167139953207e-01      -1.100052775028e-04       8.315601889977e-04       6.684549103271e-05      -2.990782180016e-04       6.900438162231e-02      -1.894530705475e-03      -5.989338796609e-04       3.081885116564e-04       1.380233274011e-02       2.214116092953e-07       7.853572315222e-07       6.551102742372e-03       3.134021721046e-09       3.640308239545e-03       6.363189451564e-08       5.443715147762e-08       2.807188935913e-08       1.780258229061e-08       1.213770618812e-08 
  125       4.638593298099e-10       1.405583582600e-13      -5.079605624157e-12       0.000000000000e+00       5.959968415452e-12       9.518826383758e-13      -5.786268422514e-15       1.170027686199e-01      -8.305497426954e-05       6.690044178797e-04       1.070441867870e-04      -3.090478670743e-04       6.893532299796e-02      -2.401363274139e-03      -7.733654382953e-04       1.334926114210e-04       1.397374526450e-02       2.053609721963e-07       7.105749708757e-07       6.638974811615e-03       1.627516251307e-09       3.691053604149e-03       6.277966702461e-08       5.349981357030e-08       2.786527154968e-08       1.770408889070e-08       1.208649588668e-08 
  126       4.683792449425e-10       1.414627802941e-13      -5.146401529461e-12       0.000000000000e+00       5.831473147884e-12       9.356884753821e-13      -5.700791900619e-15       1.173050018861e-01      -5.436030122592e-05       5.038153506794e-04       1.458804684648e-04      -3.150777373261e-04       6.884434213443e-02      -2.868301501649e-03      -9.222017663395e-04      -4.190837017044e-05       1.414526177720e-02       1.694399677271e-07       5.597494525777e-07       6.727130368693e-03       1.865832340590e-10       3.741987492747e-03       6.195417128173e-08       5.257021848493e-08       2.766072130138e-08       1.760542747449e-08       1.203483190052e-08 
  127       4.729044086815e-10       1.423074389927e-13      -5.211439790028e-12       0.000000000000e+00       5.706500640116e-12       9.198649206209e-13      -5.615300117346e-15       1.176221168827e-01      -2.595413866542e-05       3.439558491943e-04       1.808339011624e-04      -3.165713384939e-04       6.875018014707e-02      -3.276507257415e-03      -1.038662884230e-03      -2.113698617684e-04       1.431681535153e-02       1.099308666219e-07       3.189730379977e-07       6.815567822245e-03      -1.121363743347e-09       3.793107789294e-03       6.115420689978e-08       5.166849480586e-08       2.745823546914e-08       1.750660358003e-08       1.198271719394e-08 
  128       4.774332869677e-10       1.430913075854e-13      -5.274646462299e-12       0.000000000000e+00       5.584763877699e-12       9.043816776707e-13      -5.531057090364e-15       1.179555520438e-01       0.000000000000e+00       1.978880929716e-04       2.092302444274e-04      -3.129038033059e-04       6.867277131336e-02      -3.606068916334e-03      -1.115607391046e-03      -3.678356835730e-04       1.448833616007e-02       2.292557722755e-08      -2.637087633805e-08       6.904285890737e-03      -2.224885907446e-09       3.844412494582e-03       6.037836605007e-08       5.081595031672e-08       2.725778256046e-08       1.740761013204e-08       1.193014760850e-08 
  129       4.819643976425e-10       1.438134485779e-13      -5.335948954980e-12       0.000000000000e+00       5.466003840234e-12       8.892115855355e-13      -5.449154144900e-15       1.183067180147e-01       2.164111570224e-05       7.288165507294e-05       2.288300046134e-04      -3.036030446629e-04       6.862978248785e-02      -3.840419674601e-03      -1.147409708397e-03      -5.051862934807e-04       1.465978813325e-02      -9.378741646708e-08      -4.843738338871e-07       6.993283246076e-03      -3.063809256011e-09       3.895899650712e-03       5.962540780503e-08       5.003091742321e-08       2.705933200505e-08       1.730844669523e-08       1.187712324421e-08 
  130       4.864968230610e-10       1.444731544150e-13      -5.395280216637e-12       0.000000000000e+00       5.350184097611e-12       8.743525643649e-13      -5.369745828898e-15       1.186768596047e-01       3.876933524570e-05      -3.029274596698e-05       2.396733897088e-04      -2.889167446232e-04       6.862575284659e-02      -3.980183316376e-03      -1.135838679405e-03      -6.224676697321e-04       1.483128360097e-02      -2.348209042583e-07      -1.033975870515e-06       7.082557387606e-03      -3.637154266250e-09       3.947567099512e-03       5.889543864787e-08       4.931572703551e-08       2.686294737827e-08       1.720918045277e-08       1.182368449321e-08 
  131       4.910297487939e-10       1.450698249013e-13      -5.452575062918e-12       0.000000000000e+00       5.237316128121e-12       8.598079111470e-13      -5.292732302610e-15       1.190671778680e-01       5.163219000759e-05      -1.126234598541e-04       2.424330860824e-04      -2.693069216177e-04       6.866180105937e-02      -4.030816325241e-03      -1.084814377622e-03      -7.201134474212e-04       1.500298117982e-02      -3.924471060925e-07      -1.645122396607e-06       7.172105655241e-03      -3.960343223093e-09       3.999412702535e-03       5.818885223591e-08       4.866834094942e-08       2.666870186472e-08       1.710989120950e-08       1.176987955170e-08 
  132       4.955623021582e-10       1.456029256642e-13      -5.507768923675e-12       0.000000000000e+00       5.127398322580e-12       8.455794177853e-13      -5.217996416387e-15       1.194788721012e-01       6.050281335629e-05      -1.752108916794e-04       2.378421376267e-04      -2.452746535691e-04       6.873900057103e-02      -3.998317056344e-03      -9.985888716753e-04      -7.986320129103e-04       1.517505039035e-02      -5.584200148905e-07      -2.285749797750e-06       7.261925584039e-03      -4.050337351123e-09       4.051434418951e-03       5.750595900035e-08       4.808639285887e-08       2.647664844701e-08       1.701065209927e-08       1.171575302692e-08 
  133       5.000935506553e-10       1.460719898388e-13      -5.560797880690e-12       0.000000000000e+00       5.020415620994e-12       8.316673277776e-13      -5.145403288828e-15       1.199131391304e-01       6.568049471954e-05      -2.192699682268e-04       2.266952128461e-04      -2.173608841620e-04       6.885837787418e-02      -3.889237340915e-03      -8.817530996463e-04      -8.586082424593e-04       1.534767186371e-02      -7.239653054820e-07      -2.921746351994e-06       7.352014907550e-03      -3.925669841792e-09       4.103630307656e-03       5.684698365883e-08       4.756718063846e-08       2.628681928126e-08       1.691152933450e-08       1.166134579492e-08 
  134       5.046225004107e-10       1.464766197524e-13      -5.611598705404e-12       0.000000000000e+00       4.916339149224e-12       8.180702928971e-13      -5.074799884938e-15       1.203711725980e-01       6.749123365246e-05      -2.461326042810e-04       2.098498719455e-04      -1.861472291121e-04       6.902091078195e-02      -3.710694090781e-03      -7.392437434372e-04      -9.007052408557e-04       1.552103754825e-02      -8.797702435409e-07      -3.516913147106e-06       7.442371561167e-03      -3.606478880621e-09       4.155998529377e-03       5.621206272803e-08       4.710765862612e-08       2.609922507264e-08       1.681258195583e-08       1.160669485836e-08 
  135       5.091480946128e-10       1.468164886097e-13      -5.660108896646e-12       0.000000000000e+00       4.815125855649e-12       8.047853298717e-13      -5.006014594283e-15       1.208541622493e-01       6.628829390572e-05      -2.572501689354e-04       1.882278339193e-04      -1.522567824350e-04       6.922752670066e-02      -3.470380902882e-03      -5.763501031448e-04      -9.256660800447e-04       1.569535091615e-02      -1.015973594521e-06      -4.032924997831e-06       7.532993685472e-03      -3.114540674421e-09       4.208537348778e-03       5.560124203619e-08       4.670442990565e-08       2.591385445085e-08       1.671386158162e-08       1.155183320423e-08 
  136       5.136692119513e-10       1.470913421772e-13      -5.706266718363e-12       0.000000000000e+00       4.716718147834e-12       7.918077770642e-13      -4.938856809142e-15       1.213632932192e-01       6.245275749358e-05      -2.541959518999e-04       1.628162436391e-04      -1.163549227162e-04       6.947910090264e-02      -3.176579663785e-03      -3.987209714321e-04      -9.343155377588e-04       1.587082717006e-02      -1.122155532589e-06      -4.429291363148e-06       7.623879629587e-03      -2.473302478490e-09       4.261245136566e-03       5.501447423571e-08       4.635373858934e-08       2.573067334565e-08       1.661541215755e-08       1.149678966161e-08 
  137       5.181846650570e-10       1.473010004682e-13      -5.750011237347e-12       0.000000000000e+00       4.621043529190e-12       7.791312511520e-13      -4.873116502662e-15       1.218997453194e-01       5.639407876204e-05      -2.386676298086e-04       1.346689389429e-04      -7.915011938028e-05       6.977645479887e-02      -2.838172154200e-03      -2.123715079003e-04      -9.275618361477e-04       1.604769344969e-02      -1.187327549562e-06      -4.663317263528e-06       7.715027954522e-03      -1.707915623833e-09       4.314120371596e-03       5.445161631573e-08       4.605146210052e-08       2.554962436236e-08       1.651726970622e-08       1.144158875948e-08 
  138       5.226931989401e-10       1.474453594275e-13      -5.791282360963e-12       0.000000000000e+00       4.528014235645e-12       7.667476038078e-13      -4.808563807014e-15       1.224646923247e-01       4.855063845692e-05      -2.124897325280e-04       1.049077177232e-04      -4.139473895992e-05       7.012035421180e-02      -2.464651653494e-03      -2.369011346027e-05      -9.063983804086e-04       1.622618903848e-02      -1.199922363843e-06      -4.690064198192e-06       7.806437436525e-03      -8.452685443666e-10       4.367161642977e-03       5.391242711467e-08       4.579310345622e-08       2.537062615738e-08       1.641946207671e-08       1.138625058442e-08 
