# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]    
  377       4.695078984896e+00       6.102063366388e-08       2.751810350542e+00 
  378       4.702341166549e+00       5.084780793383e-08       2.756949689778e+00 
  379       4.709590209595e+00       3.707517186429e-08       2.762080802365e+00 
  380       4.716826180613e+00       2.098061254203e-08       2.767203824433e+00 
  381       4.724049136226e+00       3.869801471736e-09       2.772318890007e+00 
  382       4.731259122969e+00      -1.292362120376e-08       2.777426130963e+00 
  383       4.738456177174e+00      -2.803786248312e-08       2.782525676988e+00 
  384       4.745640324838e+00      -4.008279228614e-08       2.787617655537e+00 
  385       4.752811595307e+00      -4.796866993354e-08       2.792702177981e+00 
  386       4.759970063153e+00      -5.190636104272e-08       2.797779297586e+00 
  387       4.767115807628e+00      -5.244446150096e-08       2.802849049865e+00 
  388       4.774248898895e+00      -5.014387210934e-08       2.807911466191e+00 
  389       4.781369397910e+00      -4.557787995205e-08       2.812966573743e+00 
  390       4.788477356312e+00      -3.933223976581e-08       2.818014395447e+00 
  391       4.795572816310e+00      -3.200525530925e-08       2.823054949929e+00 
  392       4.802655810564e+00      -2.420786073220e-08       2.828088251455e+00 
  393       4.809726362082e+00      -1.656370194518e-08       2.833114309877e+00 
  394       4.816784497508e+00      -9.601371473673e-09       2.838133127909e+00 
  395       4.823830287781e+00      -3.426570728701e-09       2.843144692920e+00 
  396       4.830863808758e+00       1.961970718457e-09       2.848148984730e+00 
  397       4.837885127831e+00       6.565741138652e-09       2.853145978203e+00 
  398       4.844894303830e+00       1.038644843159e-08       2.858135643187e+00 
  399       4.851891386917e+00       1.342602191255e-08       2.863117944461e+00 
  400       4.858876418483e+00       1.568661409909e-08       2.868092841680e+00 
  401       4.865849431048e+00       1.717060249776e-08       2.873060289316e+00 
  402       4.872810448155e+00       1.788059139084e-08       2.878020236603e+00 
  403       4.879759484270e+00       1.781941362304e-08       2.882972627480e+00 
  404       4.886696558279e+00       1.700018130920e-08       2.887917418572e+00 
  405       4.893621734729e+00       1.547683236100e-08       2.892854633952e+00 
  406       4.900535083865e+00       1.331468528709e-08       2.897784312232e+00 
  407       4.907436668075e+00       1.058049855455e-08       2.902706488669e+00 
  408       4.914326541796e+00       7.342479745566e-09       2.907621195121e+00 
  409       4.921204751417e+00       3.670294714050e-09       2.912528459999e+00 
  410       4.928071335193e+00      -3.649232576617e-10       2.917428308232e+00 
  411       4.934926323146e+00      -4.690564302162e-09       2.922320761217e+00 
  412       4.941769736977e+00      -9.232532810308e-09       2.927205836782e+00 
  413       4.948601589970e+00      -1.391523827456e-08       2.932083549136e+00 
  414       4.955421899602e+00      -1.864964673462e-08       2.936953918911e+00 
  415       4.962230726039e+00      -2.329699200175e-08       2.941817003732e+00 
  416       4.969028134806e+00      -2.770377344706e-08       2.946672868633e+00 
  417       4.975814184129e+00      -3.171356296399e-08       2.951521576038e+00 
  418       4.982588924846e+00      -3.516698747264e-08       2.956363185727e+00 
  419       4.989352400325e+00      -3.790171142406e-08       2.961197754801e+00 
  420       4.996104646383e+00      -3.975241930456e-08       2.966025337646e+00 
  421       5.002845691196e+00      -4.055079814005e-08       2.970845985893e+00 
  422       5.009575555221e+00      -4.012552000032e-08       2.975659748389e+00 
  423       5.016294251108e+00      -3.830222450341e-08       2.980466671154e+00 
  424       5.023001795633e+00      -3.499488952258e-08       2.985266795729e+00 
  425       5.029698246096e+00      -3.048342691033e-08       2.990060154200e+00 
  426       5.036383665007e+00      -2.514556285052e-08       2.994846773933e+00 
  427       5.043058108102e+00      -1.936635212772e-08       2.999626679140e+00 
  428       5.049721624274e+00      -1.353822148938e-08       3.004399890843e+00 
  429       5.056374255494e+00      -8.061013008043e-09       3.009166426838e+00 
  430       5.063016036734e+00      -3.342027443439e-09       3.013926301660e+00 
  431       5.069646995894e+00       2.039323953095e-10       3.018679526543e+00 
  432       5.076267153724e+00       2.154518287536e-09       3.023426109381e+00 
  433       5.082876523750e+00       2.079793238869e-09       3.028166054699e+00 
  434       5.089475124020e+00      -3.074878912466e-10       3.032899366862e+00 
  435       5.096063012938e+00      -4.695407884422e-09       3.037626059930e+00 
  436       5.102640254485e+00      -1.061416117514e-08       3.042346148063e+00 
  437       5.109206906429e+00      -1.758494495556e-08       3.047059642263e+00 
  438       5.115763020260e+00      -2.511990698774e-08       3.051766550336e+00 
  439       5.122308641120e+00      -3.272209341581e-08       3.056466876863e+00 
  440       5.128843807735e+00      -3.988539657816e-08       3.061160623158e+00 
  441       5.135368552350e+00      -4.609450281964e-08       3.065847787238e+00 
  442       5.141882900654e+00      -5.082484030376e-08       3.070528363789e+00 
  443       5.148386871716e+00      -5.354252682488e-08       3.075202344124e+00 
  444       5.154880477918e+00      -5.370431762039e-08       3.079869716157e+00 
  445       5.161363736226e+00      -5.092911375110e-08       3.084530474468e+00 
  446       5.167836702561e+00      -4.551876008786e-08       3.089184650942e+00 
  447       5.174299438421e+00      -3.795415291987e-08       3.093832285063e+00 
  448       5.180751999572e+00      -2.872526785958e-08       3.098473413874e+00 
  449       5.187194435990e+00      -1.833121138476e-08       3.103108071941e+00 
  450       5.193626791797e+00      -7.280272380527e-09       3.107736291331e+00 
  451       5.200049105202e+00       3.910026318531e-09       3.112358101580e+00 
  452       5.206461408440e+00       1.471287638633e-08       3.116973529663e+00 
  453       5.212863727705e+00       2.459213246322e-08       3.121582599970e+00 
  454       5.219256083097e+00       3.300226061388e-08       3.126185334272e+00 
  455       5.225638488551e+00       3.938828678531e-08       3.130781751696e+00 
  456       5.232010961580e+00       4.332450592742e-08       3.135371872673e+00 
  457       5.238373552932e+00       4.493558123438e-08       3.139955730985e+00 
  458       5.244726317757e+00       4.448876696257e-08       3.144533362048e+00 
  459       5.251069305833e+00       4.225638933300e-08       3.149104798936e+00 
  460       5.257402561520e+00       3.851587489295e-08       3.153670072361e+00 
  461       5.263726123694e+00       3.354977887751e-08       3.158229210643e+00 
  462       5.270040025699e+00       2.764581357114e-08       3.162782239684e+00 
  463       5.276344295287e+00       2.109687666925e-08       3.167329182939e+00 
  464       5.282638954564e+00       1.420107963982e-08       3.171870061396e+00 
  465       5.288924019934e+00       7.261776084880e-09       3.176404893543e+00 
  466       5.295199502040e+00       5.875901021847e-10       3.180933695345e+00 
  467       5.301465415456e+00      -5.565161908970e-09       3.185456482461e+00 
  468       5.307721808190e+00      -1.116723622534e-08       3.189973277032e+00 
  469       5.313968732990e+00      -1.624708193056e-08       3.194484101052e+00 
  470       5.320206237628e+00      -2.083372946387e-08       3.198988974117e+00 
  471       5.326434364855e+00      -2.495679388781e-08       3.203487913403e+00 
  472       5.332653152344e+00      -2.864647815610e-08       3.207980933636e+00 
  473       5.338862632648e+00      -3.193357638138e-08       3.212468047070e+00 
  474       5.345062833141e+00      -3.484947710300e-08       3.216949263458e+00 
  475       5.351253775974e+00      -3.742616655482e-08       3.221424590034e+00 
  476       5.357435478019e+00      -3.969623193300e-08       3.225894031479e+00 
  477       5.363607950824e+00      -4.169286466377e-08       3.230357589903e+00 
  478       5.369771200557e+00      -4.344986367123e-08       3.234815264814e+00 
  479       5.375925237611e+00      -4.499079708318e-08       3.239267058733e+00 
  480       5.382070105826e+00      -4.629611867308e-08       3.243712994257e+00 
  481       5.388205854051e+00      -4.733505952277e-08       3.248153097466e+00 
  482       5.394332526531e+00      -4.807637694171e-08       3.252587392305e+00 
  483       5.400450162861e+00      -4.848835207637e-08       3.257015900566e+00 
  484       5.406558797939e+00      -4.853878751957e-08       3.261438641866e+00 
  485       5.412658461920e+00      -4.819500491980e-08       3.265855633623e+00 
  486       5.418749180174e+00      -4.742384259062e-08       3.270266891033e+00 
  487       5.424830973235e+00      -4.619165312000e-08       3.274672427052e+00 
  488       5.430903856762e+00      -4.446430097967e-08       3.279072252367e+00 
  489       5.436967841488e+00      -4.220716013444e-08       3.283466375380e+00 
  490       5.443022933177e+00      -3.938511165162e-08       3.287854802182e+00 
  491       5.449069141735e+00      -3.598591740998e-08       3.292237541653e+00 
  492       5.455106508918e+00      -3.209110775477e-08       3.296614620970e+00 
  493       5.461135081359e+00      -2.780718909007e-08       3.300986070517e+00 
  494       5.467154901437e+00      -2.324246685649e-08       3.305351918779e+00 
  495       5.473166007241e+00      -1.850705475255e-08       3.309712192330e+00 
  496       5.479168432529e+00      -1.371288395599e-08       3.314066915808e+00 
  497       5.485162206686e+00      -8.973712345139e-09       3.318416111896e+00 
  498       5.491147354681e+00      -4.405133720239e-09       3.322759801304e+00 
  499       5.497123897031e+00      -1.245870248096e-10       3.327098002748e+00 
  500       5.503091849757e+00       3.748634433021e-09       3.331430732931e+00 
  501       5.509051224341e+00       7.093373759169e-09       3.335758006521e+00 
  502       5.515002027691e+00       9.786601252251e-09       3.340079836135e+00 
  503       5.520944270939e+00       1.173870753749e-08       3.344396234917e+00 
  504       5.526877996222e+00       1.300052434883e-08       3.348707224416e+00 
  505       5.532803250597e+00       1.365938090262e-08       3.353012826894e+00 
  506       5.538720077232e+00       1.380408893026e-08       3.357313062734e+00 
  507       5.544628515362e+00       1.352495016730e-08       3.361607950420e+00 
  508       5.550528600263e+00       1.291376384244e-08       3.365897506512e+00 
  509       5.556420363204e+00       1.206383416658e-08       3.370181745637e+00 
  510       5.562303831420e+00       1.106997782188e-08       3.374460680464e+00 
  511       5.568179028066e+00       1.002853145075e-08       3.378734321687e+00 
  512       5.574045972190e+00       9.037359144941e-09       3.383002678007e+00 
  513       5.579904678689e+00       8.195859934552e-09       3.387265756113e+00 
  514       5.585755158272e+00       7.604975277083e-09       3.391523560666e+00 
  515       5.591597417431e+00       7.367196546469e-09       3.395776094274e+00 
  516       5.597431466706e+00       7.559890305289e-09       3.400023361551e+00 
  517       5.603257345844e+00       8.154431787755e-09       3.404265381425e+00 
  518       5.609075099280e+00       9.094805765997e-09       3.408502175139e+00 
  519       5.614884767860e+00       1.032407801489e-08       3.412733762194e+00 
  520       5.620686388804e+00       1.178439079886e-08       3.416960160330e+00 
  521       5.626479995675e+00       1.341695835862e-08       3.421181385515e+00 
  522       5.632265618347e+00       1.516206239800e-08       3.425397451923e+00 
  523       5.638043282972e+00       1.695904757070e-08       3.429608371920e+00 
  524       5.643813011943e+00       1.874631696710e-08       3.433814156047e+00 
  525       5.649574823866e+00       2.046132760101e-08       3.438014813002e+00 
  526       5.655328733525e+00       2.204058589647e-08       3.442210349625e+00 
  527       5.661074751847e+00       2.341964317452e-08       3.446400770880e+00 
  528       5.666812885874e+00       2.453309114002e-08       3.450586079841e+00 
  529       5.672543146021e+00       2.532946475117e-08       3.454766281783e+00 
  530       5.678265568164e+00       2.581641073973e-08       3.458941396642e+00 
  531       5.683980192098e+00       2.601675286911e-08       3.463111446867e+00 
  532       5.689687054263e+00       2.595369882105e-08       3.467276453323e+00 
  533       5.695386187717e+00       2.565084206286e-08       3.471436435277e+00 
  534       5.701077622104e+00       2.513216371460e-08       3.475591410386e+00 
  535       5.706761383624e+00       2.442203441635e-08       3.479741394675e+00 
  536       5.712437495005e+00       2.354521619543e-08       3.483886402529e+00 
  537       5.718105975470e+00       2.252686433362e-08       3.488026446673e+00 
  538       5.723766840710e+00       2.139252923441e-08       3.492161538161e+00 
  539       5.729420102854e+00       2.016815829020e-08       3.496291686358e+00 
  540       5.735065770436e+00       1.888009774955e-08       3.500416898927e+00 
  541       5.740703848369e+00       1.755509458440e-08       3.504537181814e+00 
  542       5.746334345080e+00       1.621542407006e-08       3.508652542419e+00 
  543       5.751957294191e+00       1.486412490029e-08       3.512762999243e+00 
  544       5.757572733363e+00       1.349937121369e-08       3.516868572474e+00 
  545       5.763180697152e+00       1.211931088760e-08       3.520969280805e+00 
  546       5.768781216986e+00       1.072206541781e-08       3.525065141421e+00 
  547       5.774374321131e+00       9.305729798430e-09       3.529156169990e+00 
  548       5.779960034673e+00       7.868372401608e-09       3.533242380644e+00 
  549       5.785538379485e+00       6.408034857376e-09       3.537323785966e+00 
  550       5.791109374200e+00       4.922731933425e-09       3.541400396980e+00 
