# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[2]-dens[2]       13:dens[2]-dens[3]       14:dens[2]-dens[4]       15:dens[2]-dens[5]       16:dens[2]-dens[6]       17:dens[2]-dens[7]       18:dens[2]-dens[8]       19:dens[2]-dens[9]       20:dens[2]-dens[10]      21:dens[3]-dens[3]       22:dens[3]-dens[4]       23:dens[3]-dens[5]       24:dens[3]-dens[6]       25:dens[3]-dens[7]       26:dens[3]-dens[8]       27:dens[3]-dens[9]       28:dens[3]-dens[10]      29:dens[4]-dens[4]       30:dens[4]-dens[5]       31:dens[4]-dens[6]       32:dens[4]-dens[7]       33:dens[4]-dens[8]       34:dens[4]-dens[9]       35:dens[4]-dens[10]      36:dens[5]-dens[5]       37:dens[5]-dens[6]       38:dens[5]-dens[7]       39:dens[5]-dens[8]       40:dens[5]-dens[9]       41:dens[5]-dens[10]      42:dens[6]-dens[6]       43:dens[6]-dens[7]       44:dens[6]-dens[8]       45:dens[6]-dens[9]       46:dens[6]-dens[10]      47:dens[7]-dens[7]       48:dens[7]-dens[8]       49:dens[7]-dens[9]       50:dens[7]-dens[10]      51:dens[8]-dens[8]       52:dens[8]-dens[9]       53:dens[8]-dens[10]      54:dens[9]-dens[9]       55:dens[9]-dens[10]      56:dens[10]-dens[10]  
  665       9.240947785451e+00      -1.929331733126e-09       9.864941818667e-10       1.042095404856e-09       2.537819584124e-09      -8.448602006308e-08      -8.284699612738e-10      -1.774885533028e-10      -7.680861497376e-10      -1.604885443667e-10       6.388479520839e+00      -1.496250169872e-08       2.005623097542e-08       1.325450857489e-08      -1.396962212568e-07      -3.113160762507e-08       1.183611691711e-08       3.153356387222e-09       6.556802668839e-09       4.920430966289e+00       1.181626258076e-08       3.838851728690e-07      -6.642369333609e-07       3.359763404619e-08       7.676199483619e-08       9.345245393383e-09       6.932999027155e-10       3.981272783043e+00      -6.187436965133e-07      -1.723517211340e-06      -3.121987101149e-08       1.424555379879e-08       1.814227799073e-08      -5.342261303477e-09       3.317107082179e+00       2.162718444123e-06      -3.828026053210e-07      -7.771813935674e-07       6.874874657926e-07       1.903962200208e-07       2.819157731837e+00      -1.040096048848e-06      -2.063796076022e-07      -4.711962771360e-07       1.658285298438e-08       2.431170814968e+00       2.484440088896e-07      -1.058223963709e-07      -5.692218607531e-08       2.120492688292e+00       1.196714063722e-07      -3.491089714913e-09       1.866551572739e+00       8.241188645118e-08       1.655800655249e+00 
  666       9.246898226877e+00      -2.552814705460e-09       9.124770534785e-11       8.472730756824e-10       2.785003000147e-09      -8.592909994632e-08      -8.492808971765e-10      -1.190507023030e-10      -8.183730717499e-10      -1.654766087217e-10       6.393320707679e+00      -1.584100057090e-08       1.654454726535e-08       1.267456632492e-08      -1.459091020279e-07      -2.992321227265e-08       1.128004402176e-08       3.014558639104e-09       1.580884994020e-09       4.924554932824e+00       9.043669330345e-09       4.410635389532e-07      -7.377877801978e-07       2.520081774276e-08       7.611671393890e-08       1.601781337014e-08       2.693030428048e-09       3.984865899133e+00      -4.693715958835e-07      -1.678205198159e-06      -3.104225539161e-08       3.637365852275e-09       1.412091278404e-09      -4.041936341307e-09       3.320281209943e+00       1.882612789999e-06      -3.382422460534e-07      -7.328387769564e-07       6.798364805858e-07       1.654681193727e-07       2.821987955434e+00      -8.941291521412e-07      -1.224964907256e-07      -4.293231780141e-07       2.103899392450e-08       2.433714908099e+00       1.881801180993e-07      -1.107777633829e-07      -5.571615667789e-08       2.122789967138e+00       1.110608135679e-07      -1.151253014174e-09       1.868640957694e+00       8.783822358032e-08       1.657716590983e+00 
  667       9.252841546704e+00      -3.194724910273e-09      -8.011670140093e-10       6.195349423241e-10       3.022868616678e-09      -8.737343915383e-08      -8.691690572256e-10      -5.569513501998e-11      -8.672047762045e-10      -1.676637268685e-10       6.398156506326e+00      -1.672252761338e-08       1.261039478647e-08       1.192555263061e-08      -1.506398663234e-07      -2.837262378909e-08       1.054028344452e-08       2.791499978854e-09      -3.405040856336e-09       4.928674542613e+00       5.776256956714e-09       4.983251821365e-07      -8.002442356435e-07       1.646021163937e-08       7.556348856967e-08       2.262231168766e-08       4.770701643038e-09       3.988455401858e+00      -2.988673451631e-07      -1.599869660526e-06      -3.072719801397e-08      -7.570711817323e-09      -1.518345514035e-08      -2.740870374898e-09       3.323452283793e+00       1.580700261081e-06      -2.961171561536e-07      -6.840287100082e-07       6.708643277571e-07       1.360399610934e-07       2.824815536028e+00      -7.400655249364e-07      -3.692437033720e-08      -3.840077700036e-07       2.521949770818e-08       2.436256804748e+00       1.267977011205e-07      -1.162804915499e-07      -5.501892255181e-08       2.125085545893e+00       1.020505091841e-07       2.318113511736e-09       1.870729112386e+00       9.335198093572e-08       1.659630572471e+00 
  668       9.258777769065e+00      -3.846487799530e-09      -1.674114615223e-09       3.662601677311e-10       3.247127421704e-09      -8.869246346236e-08      -8.877654479587e-10       1.132473572541e-11      -9.140433792505e-10      -1.670759257114e-10       6.402986933398e+00      -1.757207073506e-08       8.358165363561e-09       1.103379258879e-08      -1.539542300691e-07      -2.653446920092e-08       9.640487589138e-09       2.491375908014e-09      -8.278034362609e-09       4.932789809381e+00       2.143819784441e-09       5.539774138325e-07      -8.509213949328e-07       7.532096570015e-09       7.511201566547e-08       2.904585389178e-08       6.920886734743e-09       3.992041300443e+00      -1.120487564839e-07      -1.492500327698e-06      -3.029793796440e-08      -1.909894608215e-08      -3.112639008655e-08      -1.456833370580e-09       3.326620305314e+00       1.262249567307e-06      -2.561396477800e-07      -6.308669366019e-07       6.605738333679e-07       1.029635454104e-07       2.827640483901e+00      -5.795634759713e-07       4.976431004360e-08      -3.357861358189e-07       2.900992309045e-08       2.438796499452e+00       6.498656453212e-08      -1.223086808233e-07      -5.473955499804e-08       2.127379422107e+00       9.278573182772e-08       6.737218925855e-09       1.872816008350e+00       9.889096011780e-08       1.661542561736e+00 
  669       9.264706915264e+00      -4.499424847644e-09      -2.510761030459e-09       9.491888392912e-11       3.453439869078e-09      -8.975808310343e-08      -9.046967376168e-10       8.074010785237e-11      -9.583446886944e-10      -1.637397716814e-10       6.407812003824e+00      -1.835419856878e-08       3.893534009207e-09       1.002594003187e-08      -1.559188178852e-07      -2.446405698920e-08       8.604606776177e-09       2.121474863086e-09      -1.291368346876e-08       4.936900745715e+00      -1.722254362657e-09       6.063072852711e-07      -8.891270706424e-07      -1.425349963949e-09       7.477210060094e-08       3.517420924766e-08       9.138088247521e-09       3.995623603253e+00       8.620700093983e-08      -1.360137362648e-06      -2.977800366969e-08      -3.066420868773e-08      -4.589255543573e-08      -2.078077446003e-10       3.329785275369e+00       9.325941869569e-07      -2.180183763141e-07      -5.734709329136e-07       6.489679611788e-07       6.710122916632e-08       2.830462808869e+00      -4.143017803132e-07       1.369901420814e-07      -2.852010426247e-07       3.229448197493e-08       2.441333986204e+00       3.444846796845e-09      -1.288401261915e-07      -5.478599481670e-08       2.129671592888e+00       8.341348892719e-08       1.192402860178e-08       1.874901616419e+00       1.043922124780e-07       1.663452520115e+00 
  670       9.270629003756e+00      -5.144753161449e-09      -3.294072743301e-09      -1.869274648423e-10       3.637415690768e-09      -9.044068710051e-08      -9.195852400374e-10       1.512667320525e-10      -9.995581806018e-10      -1.576823730362e-10       6.412631730841e+00      -1.903305890474e-08      -6.765362406447e-10       8.928978772923e-09      -1.566011666340e-07      -2.221737966970e-08       7.456890374439e-09       1.689178571209e-09      -1.718609908533e-08       4.941007363049e+00      -5.688978158628e-09       6.535815118136e-07      -9.141617666373e-07      -1.025204667668e-08       7.455365758383e-08       4.089179772715e-08       1.141673781241e-08       3.999202317792e+00       2.909631769632e-07      -1.206871553825e-06      -2.919121399253e-08      -4.197996351172e-08      -5.895158302150e-08       9.880108436899e-10       3.332947194088e+00       5.971326107039e-07      -1.814583264229e-07      -5.119599143116e-07       6.360498132916e-07       2.932596570584e-08       2.833282520284e+00      -2.459797565647e-07       2.241667264789e-07      -2.328019673361e-07       3.495603441122e-08       2.443869258450e+00      -5.712095052730e-08      -1.358523164884e-07      -5.506504803048e-08       2.131962054906e+00       7.408256337787e-08       1.769425572692e-08       1.876985906723e+00       1.097920363095e-07       1.665360408258e+00 
  671       9.276544050129e+00      -5.773585090158e-09      -4.006816047034e-09      -4.716257789921e-10       3.794613709094e-09      -9.060913760612e-08      -9.320488985469e-10       2.216048538221e-10      -1.037126975900e-09      -1.489313821618e-10       6.417446125977e+00      -1.957237712393e-08      -5.243789491153e-09       7.770223850783e-09      -1.560697289690e-07      -1.985111637312e-08       6.221887932384e-09       1.201962405846e-09      -2.096790959242e-08       4.945109671662e+00      -9.621758772496e-09       6.940463972677e-07      -9.253186520155e-07      -1.878600138066e-08       7.446671005046e-08       4.608168499620e-08       1.375119587652e-08       4.002777450696e+00       4.972232166622e-07      -1.036844506909e-06      -2.856167932644e-08      -5.275625382265e-08      -6.976687153909e-08       2.112212698643e-09       3.336106060871e+00       2.613285856749e-07      -1.461607981216e-07      -4.464548422512e-07       6.218226307918e-07      -9.478655237427e-09       2.836099627029e+00      -7.631734406962e-08       3.107006468308e-07      -1.791451219182e-07       3.687608359223e-08       2.446402309085e+00      -1.159959315757e-07      -1.433224332012e-07      -5.548238160800e-08       2.134250804383e+00       6.494352018669e-08       2.386135280572e-08       1.879068848683e+00       1.150259740381e-07       1.667266186126e+00 
  672       9.282452067082e+00      -6.376927835326e-09      -4.631556302915e-09      -7.514309604396e-10       3.920541648971e-09      -9.013076423905e-08      -9.417012698527e-10       2.904391554939e-10      -1.070487816979e-09      -1.375149978728e-10       6.422255199041e+00      -1.993545463148e-08      -9.698672153042e-09       6.577322775181e-09      -1.543938768829e-07      -1.742263542531e-08       4.924450309559e-09       6.673957424674e-10      -2.413025534270e-08       4.949207680666e+00      -1.338439186537e-08       7.259277582023e-07      -9.218835350538e-07      -2.686330386951e-08       7.452139106118e-08       5.062557740225e-08       1.613575143237e-08       4.006349007727e+00       6.999305364848e-07      -8.542488365795e-07      -2.791380269068e-08      -6.269968953863e-08      -7.779556344893e-08       3.146173295126e-09       3.339261874375e+00      -6.928864049449e-08      -1.118233928354e-07      -3.770784311704e-07       6.062897943898e-07      -4.841836765421e-08       2.838914137513e+00       9.294481988031e-08       3.959914434777e-07      -1.247934786860e-07       3.793477085147e-08       2.448933130451e+00      -1.724567749655e-07      -1.512273492784e-07      -5.594251918723e-08       2.136537837098e+00       5.614871311690e-08       3.023650316293e-08       1.881150411007e+00       1.200288094125e-07       1.669169812983e+00 
  673       9.288353064411e+00      -6.945683060819e-09      -5.150657198447e-09      -1.018505569477e-09       4.010655950150e-09      -8.887135842147e-08      -9.481515079359e-10       3.564386982699e-10      -1.099071044296e-09      -1.234619677135e-10       6.427058958111e+00      -2.008516729012e-08      -1.393032810706e-08       5.378256771831e-09      -1.516439052563e-07      -1.498999692747e-08       3.589730808026e-09       9.314231422977e-11      -2.654278316439e-08       4.953301397999e+00      -1.683905558756e-08       7.474308482626e-07      -9.031348371531e-07      -3.431811880084e-08       7.472794369586e-08       5.440381696167e-08       1.856462174733e-08       4.009916993766e+00       8.939683004034e-07      -6.633283582710e-07      -2.727228082518e-08      -7.151343448612e-08      -8.248852188021e-08       4.071052485331e-09       3.342414632513e+00      -3.891240756026e-07      -7.813999946200e-08      -3.039551553847e-07       5.894548250635e-07      -8.658818937271e-08       2.841726059671e+00       2.600453228393e-07       4.794315873605e-07      -7.031679560407e-08       3.801087066043e-08       2.451461714331e+00      -2.257717025847e-07      -1.595436279384e-07      -5.634883679886e-08       2.138823148377e+00       4.785229133296e-08       3.662861244686e-08       1.883230561688e+00       1.247345646959e-07       1.671071247397e+00 
  674       9.294247048986e+00      -7.470646502773e-09      -5.546280005660e-09      -1.264919481630e-09       4.060361579462e-09      -8.669516771614e-08      -9.510043479436e-10       4.182568642530e-10      -1.122300572973e-09      -1.068015902586e-10       6.431857409523e+00      -1.998396385356e-08      -1.782659386843e-08       4.201342027540e-09      -1.478910354061e-07      -1.261195533636e-08       2.243186303789e-09      -5.130394323378e-10      -2.807364086429e-08       4.957390830419e+00      -1.984630457568e-08       7.567402824849e-07      -8.683435667840e-07      -4.098267857902e-08       7.509672144931e-08       5.729537634712e-08       2.103195209292e-08       4.013481412805e+00       1.074159196066e-06      -4.683782799355e-07      -2.666210528549e-08      -7.889719365865e-08      -8.329030753445e-08       4.867793705584e-09       3.345564332451e+00      -6.925167388254e-07      -4.480078043435e-08      -2.272112559828e-07       5.713213847001e-07      -1.230723821718e-07       2.844535400954e+00       4.232019000010e-07       5.604064538741e-07      -1.629164158637e-08       3.698178562590e-08       2.453988051949e+00      -2.752004483802e-07      -1.682475214774e-07      -5.660355858974e-08       2.141106733094e+00       4.021020604530e-08       4.284430013260e-08       1.885309268001e+00       1.290764978557e-07       1.672970447233e+00 
  675       9.300134024735e+00      -7.942507579559e-09      -5.800382839385e-09      -1.482649544524e-09       4.065011843056e-09      -8.346489016351e-08      -9.498600900818e-10       4.745312984795e-10      -1.139593869403e-09      -8.756371741455e-11       6.436650557862e+00      -1.959386439988e-08      -2.127399375133e-08       3.075230935316e-09      -1.432074186337e-07      -1.034796204451e-08       9.105783782170e-10      -1.143295981652e-09      -2.858947173071e-08       4.961475983491e+00      -2.226506394975e-08       7.520199616119e-07      -8.167732934319e-07      -4.668727623810e-08       7.563818862679e-08       5.917785387495e-08       2.353181547425e-08       4.017042267946e+00       1.235265210946e-06      -2.737453938031e-07      -2.610856353768e-08      -8.454720047554e-08      -7.963915558906e-08       5.517123183159e-09       3.348710970596e+00      -9.737394166598e-07      -1.149215778259e-08      -1.469747477213e-07       5.518932767379e-07      -1.569444118943e-07       2.847342168333e+00       5.806113569928e-07       6.382942967218e-07       3.669857820405e-08       3.472354148731e-08       2.456512133961e+00      -3.199942271468e-07      -1.773149700776e-07      -5.660775254619e-08       2.143388585665e+00       3.338021715516e-08       4.868789102529e-08       1.887386496496e+00       1.329870997553e-07       1.674867369652e+00 
