# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[2]-dens[2]       13:dens[2]-dens[3]       14:dens[2]-dens[4]       15:dens[2]-dens[5]       16:dens[2]-dens[6]       17:dens[2]-dens[7]       18:dens[2]-dens[8]       19:dens[2]-dens[9]       20:dens[2]-dens[10]      21:dens[3]-dens[3]       22:dens[3]-dens[4]       23:dens[3]-dens[5]       24:dens[3]-dens[6]       25:dens[3]-dens[7]       26:dens[3]-dens[8]       27:dens[3]-dens[9]       28:dens[3]-dens[10]      29:dens[4]-dens[4]       30:dens[4]-dens[5]       31:dens[4]-dens[6]       32:dens[4]-dens[7]       33:dens[4]-dens[8]       34:dens[4]-dens[9]       35:dens[4]-dens[10]      36:dens[5]-dens[5]       37:dens[5]-dens[6]       38:dens[5]-dens[7]       39:dens[5]-dens[8]       40:dens[5]-dens[9]       41:dens[5]-dens[10]      42:dens[6]-dens[6]       43:dens[6]-dens[7]       44:dens[6]-dens[8]       45:dens[6]-dens[9]       46:dens[6]-dens[10]      47:dens[7]-dens[7]       48:dens[7]-dens[8]       49:dens[7]-dens[9]       50:dens[7]-dens[10]      51:dens[8]-dens[8]       52:dens[8]-dens[9]       53:dens[8]-dens[10]      54:dens[9]-dens[9]       55:dens[9]-dens[10]      56:dens[10]-dens[10]  
 2233       1.455785038801e+01      -1.488223668660e-08      -2.768745644556e-08       4.420631543751e-08       1.807666610253e-08       7.022661603254e-09      -2.442715686546e-09      -3.751600651884e-11      -3.173647142840e-09      -5.907721507843e-09       1.086288994584e+01      -2.615294697155e-08       3.572652605891e-08       1.071370580731e-08       8.724738898407e-07       2.439078316738e-09       1.479089113817e-08       5.560542227378e-10      -9.491148387580e-09       8.815340167335e+00       8.462974072226e-08      -4.889409705859e-07       6.130265006090e-07      -1.358873122317e-09       6.926779476191e-09       7.771420992423e-09       6.330967600033e-08       7.433474322776e+00      -1.432487270559e-06      -4.740555005945e-06      -4.282933900090e-09      -6.278048410634e-09       3.479831672516e-09       2.188020473020e-09       6.411854564639e+00       9.390103934668e-07      -6.387037953581e-08       2.144745211632e-07      -4.151402083319e-08       3.545591638560e-09       5.615760036869e+00       6.376435550274e-08      -4.046065487615e-07      -1.387059546610e-06       4.005485609197e-07       4.973808937294e+00       3.572830019134e-09      -2.228926457968e-06       1.470655817091e-06       4.443571714012e+00       4.384063927746e-09      -3.092013845605e-08       3.997773346120e+00       1.043769801722e-07       3.617745488387e+00 
 2234       1.455997661789e+01      -1.762456154928e-08      -2.759712490675e-08       4.548658019042e-08       1.880749930725e-08       7.127065796057e-09      -2.438903596026e-09      -2.505675523557e-10      -3.240178334331e-09      -6.030307295275e-09       1.086474043131e+01      -2.608751150636e-08       3.589868868037e-08       1.084583829260e-08       8.815776370474e-07       2.437420697413e-09       1.444049276681e-08       7.675816849817e-10      -1.040244865990e-08       8.816980434026e+00       8.306904463471e-08      -4.371706890830e-07       7.584738521339e-07      -1.640396331840e-09       8.419429987593e-09       7.389490403799e-09       6.236457079372e-08       7.434947743478e+00      -1.492333624588e-06      -4.586917884350e-06      -3.466279756700e-09      -4.919511709313e-09       3.539352328847e-09       2.169748356905e-09       6.413190073795e+00       9.482763257032e-07      -4.711701081497e-08       2.244580500657e-07      -4.226049214749e-08       3.771234949057e-09       5.616978638851e+00       6.092209611148e-08      -4.065872539081e-07      -1.282695038716e-06       4.579161398642e-07       4.974926416543e+00       4.741774863955e-09      -2.257400214228e-06       1.425629541612e-06       4.444600615128e+00       1.288656895852e-08      -3.192633603726e-08       3.998723972213e+00       1.074792842747e-07       3.618626387917e+00 
 2235       1.456210198056e+01      -2.015669813003e-08      -2.754597019304e-08       4.673337279185e-08       1.950012669503e-08       7.229670662813e-09      -2.437509164406e-09      -4.468778210589e-10      -3.304347715854e-09      -6.146304415138e-09       1.086659021908e+01      -2.602954250193e-08       3.606476142035e-08       1.097335365189e-08       8.756457177460e-07       2.424892503868e-09       1.406081765551e-08       1.014729438748e-09      -1.129190289033e-08       8.818620103256e+00       8.147590873139e-08      -3.855101130508e-07       8.926289765115e-07      -1.915982426090e-09       9.910257052970e-09       7.010231554985e-09       6.138590483127e-08       7.436420642456e+00      -1.551582540999e-06      -4.398400681112e-06      -2.607984113810e-09      -3.571363065883e-09       3.570010074100e-09       2.151648805655e-09       6.414525123031e+00       9.473461623518e-07      -3.025962252366e-08       2.312330909243e-07      -4.296850048486e-08       3.999835579285e-09       5.618196826433e+00       5.789569262874e-08      -4.083703175404e-07      -1.171506867702e-06       5.092076300815e-07       4.976043522198e+00       5.877597001002e-09      -2.260547018607e-06       1.364737145562e-06       4.445629177771e+00       2.131297998546e-08      -3.269222680308e-08       3.999674289650e+00       1.104945579923e-07       3.619507004899e+00 
 2236       1.456422647707e+01      -2.248824404980e-08      -2.753042980931e-08       4.794427644962e-08       2.015485044759e-08       7.330043865356e-09      -2.438270819282e-09      -6.251471267233e-10      -3.366046537533e-09      -6.255819368979e-09       1.086843931001e+01      -2.597889374739e-08       3.622500603987e-08       1.109630643448e-08       8.558508551545e-07       2.402261231629e-09       1.365460619495e-08       1.293596801862e-09      -1.215745435718e-08       8.820259175888e+00       7.984768501778e-08      -3.339764407756e-07       1.015344529865e-06      -2.185304763105e-09       1.139133947454e-08       6.632900438416e-09       6.037605668066e-08       7.437893020286e+00      -1.610179535679e-06      -4.177550151697e-06      -1.713639534891e-09      -2.237303741251e-09       3.573716483226e-09       2.133560098210e-09       6.415859712854e+00       9.367597264442e-07      -1.331251900056e-08       2.349774199918e-07      -4.363771124091e-08       4.229734916137e-09       5.619414600047e+00       5.470425122465e-08      -4.099798521794e-07      -1.054157648592e-06       5.544983346054e-07       4.977160254624e+00       6.972156352839e-09      -2.239916197186e-06       1.289305103911e-06       4.446657402257e+00       2.960746740898e-08      -3.322838034086e-08       4.000624298738e+00       1.134199214936e-07       3.620387339565e+00 
 2237       1.456635010848e+01      -2.462883280571e-08      -2.754692823137e-08       4.911686597664e-08       2.077197410923e-08       7.427751532520e-09      -2.440926034933e-09      -7.840712558351e-10      -3.425165677977e-09      -6.358959087873e-09       1.087028770494e+01      -2.593541845426e-08       3.637968528169e-08       1.121475141916e-08       8.233700766664e-07       2.370297200464e-09       1.322460878824e-08       1.600268881441e-09      -1.299703914535e-08       8.821897652761e+00       7.818171624520e-08      -2.825869308383e-07       1.126472723743e-06      -2.448035577443e-09       1.285472773987e-08       6.256750362039e-09       5.933741365298e-08       7.439364877526e+00      -1.668069934396e-06      -3.926922413318e-06      -7.888588855172e-10      -9.210481522141e-10       3.552390178855e-09       2.115319933493e-09       6.417193843756e+00       9.170588459244e-07       3.709943632354e-09       2.358694727694e-07      -4.426778889743e-08       4.459268392915e-09       5.620631960114e+00       5.136694772948e-08      -4.114400580550e-07      -9.313124153768e-07       5.938638701519e-07       4.978276614178e+00       8.017283966960e-09      -2.197062801934e-06       1.200664751413e-06       4.447685288894e+00       3.771400250263e-08      -3.354540579364e-08       4.001573999776e+00       1.162524852969e-07       3.621267392141e+00 
 2238       1.456847287576e+01      -2.658813381170e-08      -2.759187689128e-08       5.024870778161e-08       2.135180258845e-08       7.522358258430e-09      -2.445211331247e-09      -9.223414622580e-10      -3.481595643868e-09      -6.455830932929e-09       1.087213540469e+01      -2.589896925582e-08       3.652906287137e-08       1.132874361454e-08       7.793847187013e-07       2.329773557566e-09       1.277358586220e-08       1.930816557917e-09      -1.380858613834e-08       8.823535534696e+00       7.647533590051e-08      -2.313589021811e-07       1.225865324648e-06      -2.703845978942e-09       1.429244399022e-08       5.881031946297e-09       5.827237181256e-08       7.440836214717e+00      -1.725198872580e-06      -3.649082955491e-06       1.607246438431e-10       3.736761138689e-10       3.507956839252e-09       2.096765429757e-09       6.418527516215e+00       8.887873559174e-07       2.079335741178e-08       2.340883447527e-07      -4.485839702140e-08       4.686765482664e-09       5.621848907042e+00       4.790302771202e-08      -4.127752232049e-07      -8.036386237363e-07       6.273801674859e-07       4.979392601206e+00       9.004781983609e-09      -2.133547617173e-06       1.100152288083e-06       4.448712837978e+00       4.557635719079e-08      -3.365395190492e-08       4.002523393055e+00       1.189893502592e-07       3.622147162846e+00 
 2239       1.457059477988e+01      -2.837585243925e-08      -2.766167416270e-08       5.133735985971e-08       2.189464215957e-08       7.613427100794e-09      -2.450862272649e-09      -1.038644462219e-09      -3.535226569556e-09      -6.546542695782e-09       1.087398241004e+01      -2.586939820642e-08       3.667340351842e-08       1.143833825923e-08       7.250804315557e-07       2.281466280739e-09       1.230430787859e-08       2.281296469060e-09      -1.459001701027e-08       8.825172822492e+00       7.472586819586e-08      -1.803097341746e-07       1.313373653579e-06      -2.952405951478e-09       1.569648198892e-08       5.504993121125e-09       5.718333598688e-08       7.442307032381e+00      -1.781511295122e-06      -3.346606650586e-06       1.129457515027e-09       1.643128284411e-09       3.442349206268e-09       2.077733123941e-09       6.419860730693e+00       8.524911009965e-07       3.792326247499e-08       2.298137921765e-07      -4.540919826413e-08       4.910549691512e-09       5.623065441226e+00       4.433180655784e-08      -4.140097235726e-07      -6.718061537593e-07       6.551234717886e-07       4.980508216041e+00       9.926423603607e-09      -2.050937166046e-06       9.891087846652e-07       4.449740049800e+00       5.313810382639e-08      -3.356470706357e-08       4.003472478858e+00       1.216276075665e-07       3.623026651890e+00 
 2240       1.457271582174e+01      -3.000173005800e-08      -2.775270534617e-08       5.238037178338e-08       2.240080046436e-08       7.700519579193e-09      -2.457613467029e-09      -1.131662429293e-09      -3.585948216649e-09      -6.631202599093e-09       1.087582872174e+01      -2.584655678084e-08       3.681297291741e-08       1.154359082221e-08       6.616471842535e-07       2.226154181585e-09       1.181955534543e-08       2.647750994003e-09      -1.533924621795e-08       8.826809516924e+00       7.293062805842e-08      -1.294568666843e-07       1.388848585558e-06      -3.193384351735e-09       1.705880708976e-08       5.127879122941e-09       5.607271977640e-08       7.443777331026e+00      -1.836951956154e-06      -3.022077764389e-06       2.111665819381e-09       2.883554386930e-09       3.357507093300e-09       2.058058971015e-09       6.421193487640e+00       8.087179374522e-07       5.508514700181e-08       2.232262327605e-07      -4.591985436031e-08       5.128938552009e-09       5.624281563051e+00       4.067266954767e-08      -4.151680231066e-07      -5.364873126652e-07       6.771703430244e-07       4.981623459011e+00       1.077395305618e-08      -1.950803716985e-06       8.688801881120e-07       4.450766924639e+00       6.034261496859e-08      -3.328839934869e-08       4.004421257463e+00       1.241643387225e-07       3.623905859478e+00 
 2241       1.457483600221e+01      -3.147554407647e-08      -2.786134265451e-08       5.337528469295e-08       2.287058651370e-08       7.783195673376e-09      -2.465198564672e-09      -1.200072989394e-09      -3.633649973602e-09      -6.709919297047e-09       1.087767434053e+01      -2.583029587358e-08       3.694803774908e-08       1.164455700301e-08       5.902792693965e-07       2.164618908688e-09       1.132211882822e-08       3.026208237265e-09      -1.605418099285e-08       8.828445618751e+00       7.108692112014e-08      -7.881780013747e-08       1.452140549167e-06      -3.426448907956e-09       1.837135620532e-08       4.748932491632e-09       5.494294556439e-08       7.445247111139e+00      -1.891465418846e-06      -2.678089966650e-06       3.101655254965e-09       4.091187234375e-09       3.255377393236e-09       2.037578343338e-09       6.422525787489e+00       7.580177355594e-07       7.226444715648e-08       2.145067464550e-07      -4.639002612714e-08       5.340243616472e-09       5.625497272889e+00       3.694507193573e-08      -4.162746738586e-07      -3.983568375248e-07       6.935976563086e-07       4.982738330427e+00       1.153908556676e-08      -1.834725290178e-06       7.408173270539e-07       4.451793462765e+00       6.713306316050e-08      -3.283579657444e-08       4.005369729136e+00       1.265966155384e-07       3.624784785808e+00 
 2242       1.457695532212e+01      -3.280710798268e-08      -2.798394519811e-08       5.431963128743e-08       2.330431068915e-08       7.861013821551e-09      -2.473350257182e-09      -1.242549215753e-09      -3.678220855312e-09      -6.782801875852e-09       1.087951926709e+01      -2.582046579824e-08       3.707886568143e-08       1.174129273205e-08       5.121753080152e-07       2.097644950802e-09       1.081479896125e-08       3.412682012777e-09      -1.673272133317e-08       8.830081128708e+00       6.919204370746e-08      -2.841009559032e-08       1.503099526084e-06      -3.651266218716e-09       1.962603777538e-08       4.367393067552e-09       5.379644452685e-08       7.446716373191e+00      -1.944996055191e-06      -2.317246341646e-06       4.093711103755e-09       5.262246410468e-09       3.137914086419e-09       2.016126030003e-09       6.423857630662e+00       7.009423818462e-07       8.944654702966e-08       2.038370761857e-07      -4.681937346336e-08       5.542770450318e-09       5.626712571099e+00       3.316853902801e-08      -4.173543160820e-07      -2.580918979815e-07       7.044826022739e-07       4.983852830595e+00       1.221350732487e-08      -1.704285664034e-06       6.062759172746e-07       4.452819664442e+00       7.345242070693e-08      -3.221770633490e-08       4.006317894139e+00       1.289215001224e-07       3.625663431069e+00 
 2243       1.457907378224e+01      -3.400627138488e-08      -2.811685897028e-08       5.521093581516e-08       2.370228474465e-08       7.933530918677e-09      -2.481800276415e-09      -1.257759623911e-09      -3.719549502707e-09      -6.849959854238e-09       1.088136350210e+01      -2.581691628682e-08       3.720572537087e-08       1.183385417086e-08       4.285382544193e-07       2.026019640032e-09       1.030040645882e-08       3.803171827904e-09      -1.737275999580e-08       8.831716047508e+00       6.724328283108e-08       2.174862520547e-08       1.541575050616e-06      -3.867501751673e-09       2.081473173526e-08       3.982497988505e-09       5.263565664230e-08       7.448185117637e+00      -1.997488045796e-06      -1.942159398728e-06       5.082098208846e-09       6.392938255023e-09       3.007078248591e-09       1.993536236194e-09       6.425189017563e+00       6.380457813611e-07       1.066167785803e-07       1.913996285997e-07      -4.720755534836e-08       5.734818625405e-09       5.627927458029e+00       2.936266626068e-08      -4.184316783308e-07      -1.163720989728e-07       7.099026874377e-07       4.984966959808e+00       1.278887545187e-08      -1.561074381653e-06       4.666165671840e-07       4.453845529920e+00       7.924345945200e-08      -3.144497604892e-08       4.007265752723e+00       1.311360448689e-07       3.626541795446e+00 
 2244       1.458119138333e+01      -3.508292005215e-08      -2.825641683259e-08       5.604671406459e-08       2.406482180808e-08       8.000302314757e-09      -2.490279393405e-09      -1.244368166702e-09      -3.757524182341e-09      -6.911503183952e-09       1.088320704619e+01      -2.581949648907e-08       3.732888646333e-08       1.192229771238e-08       3.405754010481e-07       1.950533155024e-09       9.781762126530e-09       4.193662867469e-09      -1.797218248842e-08       8.833350375844e+00       6.523791617566e-08       7.164067973581e-08       1.567416209230e-06      -4.074819842338e-09       2.192928948418e-08       3.593481686744e-09       5.146303070168e-08       7.449653344912e+00      -2.048885379672e-06      -1.555451082884e-06       6.061060951655e-09       7.479455849291e-09       2.864838058855e-09       1.969642582533e-09       6.426519948584e+00       5.698838599418e-07       1.237604215776e-07       1.773774748104e-07      -4.755422984130e-08       5.914681713375e-09       5.629141934014e+00       2.554711927835e-08      -4.195315775576e-07       2.612051654866e-08       7.099357345695e-07       4.986080718349e+00       1.325681796883e-08      -1.406686757292e-06       3.232047832916e-07       4.454871059445e+00       8.444875055696e-08      -3.052849300503e-08       4.008213305132e+00       1.332372924483e-07       3.627419879115e+00 
 2245       1.458330812607e+01      -3.604697595515e-08      -2.839893850016e-08       5.682447335492e-08       2.439223638294e-08       8.060881813128e-09      -2.498517417289e-09      -1.201034229240e-09      -3.792032785979e-09      -6.967542250261e-09       1.088504989999e+01      -2.582805497184e-08       3.744861959534e-08       1.200667998121e-08       2.494983833214e-07       1.871978524146e-09       9.261696872549e-09       4.580125977778e-09      -1.852886706148e-08       8.834984114389e+00       6.317321208957e-08       1.212483246574e-07       1.580471640092e-06      -4.272883692834e-09       2.296153385367e-08       3.199575885955e-09       5.028102431819e-08       7.451121055436e+00      -2.099131854020e-06      -1.159752785287e-06       7.024823229127e-09       8.517979001282e-09       2.713168807626e-09       1.944278104432e-09       6.427850424102e+00       4.970145664828e-07       1.408627035429e-07       1.619543511433e-07      -4.785905408012e-08       6.080647278991e-09       5.630355999378e+00       2.174163401242e-08      -4.206789192129e-07       1.687014648942e-07       7.046598830580e-07       4.987194106490e+00       1.360893376435e-08      -1.242723882833e-06       1.774109756804e-07       4.455896253251e+00       8.901066427782e-08      -2.947918440620e-08       4.009160551604e+00       1.352222757964e-07       3.628297682244e+00 
 2246       1.458542401113e+01      -3.690839730671e-08      -2.854073052708e-08       5.754171252687e-08       2.468484434995e-08       8.114821668754e-09      -2.506243194240e-09      -1.126412623905e-09      -3.822962830194e-09      -7.018187872447e-09       1.088689206406e+01      -2.584243971838e-08       3.756519639520e-08       1.208705783389e-08       1.565231844901e-07       1.791151628679e-09       8.743051718878e-09       4.958517650644e-09      -1.904068470021e-08       8.836617263791e+00       6.104642957463e-08       1.705537557307e-07       1.580589532599e-06      -4.461355370655e-09       2.390325907590e-08       2.800009598251e-09       4.909210393716e-08       7.452588249607e+00      -2.148171074025e-06      -7.577053538566e-07       7.967588430933e-09       9.504674231099e-09       2.554052904584e-09       1.917275251446e-09       6.429180444478e+00       4.199978752035e-07       1.579087996917e-07       1.453146598814e-07      -4.812168428069e-08       6.230996873476e-09       5.631569654431e+00       1.796601675944e-08      -4.218986973431e-07       3.106838189176e-07       6.941535892778e-07       4.988307124493e+00       1.383679256238e-08      -1.070792634248e-06       3.061046348001e-08       4.456921111563e+00       9.287136974306e-08      -2.830801741479e-08       4.010107492367e+00       1.370880181034e-07       3.629175204996e+00 
 2247       1.458753903911e+01      -3.767717860259e-08      -2.867808629164e-08       5.819592193339e-08       2.494296296869e-08       8.161672586519e-09      -2.513184606394e-09      -1.019153585326e-09      -3.850201455959e-09      -7.063551304305e-09       1.088873353897e+01      -2.586249812768e-08       3.767888948404e-08       1.216348835916e-08       6.287014048643e-08       1.708851205996e-09       8.228677812613e-09       5.324780007410e-09      -1.950549911670e-08       8.838249824681e+00       5.885481827586e-08       2.195391077535e-07       1.567617626911e-06      -4.639895807432e-09       2.474623075206e-08       2.394009121163e-09       4.789874484587e-08       7.454054927811e+00      -2.195946452644e-06      -3.519591038105e-07       8.883539416679e-09       1.043569475628e-08       2.389479886630e-09       1.888465886623e-09       6.430510010061e+00       3.393957879162e-07       1.748838328755e-07       1.276434700102e-07      -4.834177573588e-08       6.364006027855e-09       5.632782899471e+00       1.424014425940e-08      -4.232159946890e-07       4.513782052942e-07       6.784956269571e-07       4.989419772610e+00       1.393193489004e-08      -8.925056780668e-07      -1.158165196597e-07       4.457945634598e+00       9.597283473140e-08      -2.702599919733e-08       4.011054127642e+00       1.388315328042e-07       3.630052447525e+00 
 2248       1.458965321059e+01      -3.836335066206e-08      -2.880728598174e-08       5.878458343033e-08       2.516691087921e-08       8.200983719519e-09      -2.519068570775e-09      -8.779027653723e-10      -3.873635428234e-09      -7.103744234644e-09       1.089057432525e+01      -2.588807701385e-08       3.778997247697e-08       1.223602887826e-08      -3.023605522496e-08       1.625878852752e-09       7.721436437215e-09       5.674840782974e-09      -1.992116674186e-08       8.839881797665e+00       5.659561847121e-08       2.681864544937e-07       1.541403213490e-06      -4.808164797690e-09       2.548218582074e-08       1.980798034631e-09       4.670343118346e-08       7.455521090412e+00      -2.242401210392e-06       5.482617177962e-08       9.766838493104e-09       1.130718047710e-08       2.221446425836e-09       1.857681285855e-09       6.431839121183e+00       2.557723362944e-07       1.917728735238e-07       1.091265179637e-07      -4.851898281463e-08       6.477944246290e-09       5.633995734787e+00       1.058396377409e-08      -4.246559827850e-07       5.900928017995e-07       6.577650875446e-07       4.990532051082e+00       1.388587204545e-08      -7.094814778470e-07      -2.604848200952e-07       4.458969822561e+00       9.825682544944e-08      -2.564417696945e-08       4.012000457642e+00       1.404498235669e-07       3.630929409980e+00 
 2249       1.459176652610e+01      -3.897698066864e-08      -2.892459658020e-08       5.930517036721e-08       2.535700810370e-08       8.232302667353e-09      -2.523621038225e-09      -7.013012281365e-10      -3.893151135559e-09      -7.138878787781e-09       1.089241442338e+01      -2.591902260538e-08       3.789871998416e-08       1.230473694516e-08      -1.215663467968e-07       1.543039028069e-09       7.224199023775e-09       6.004613309813e-09      -2.028553671749e-08       8.841513183330e+00       5.426606106126e-08       3.164778086226e-07       1.501793132629e-06      -4.965820997615e-09       2.610283252628e-08       1.559597197993e-09       4.550865595075e-08       7.456986737759e+00      -2.287478375137e-06       4.599811914321e-07       1.061162739129e-08       1.211525796195e-08       2.051956337405e-09       1.824752137230e-09       6.433167778163e+00       1.696935841405e-07       2.085609395859e-07       8.995020836925e-08      -4.865295896104e-08       6.571074999426e-09       5.635208160650e+00       7.017493165414e-09      -4.262439220568e-07       7.261333345882e-07       6.320413805765e-07       4.991643960138e+00       1.369008606554e-08      -5.233443006377e-07      -4.020043587155e-07       4.459993675652e+00       9.966490630938e-08      -2.417363804065e-08       4.012946482572e+00       1.419398842832e-07       3.631806092501e+00 
 2250       1.459387898613e+01      -3.952817221074e-08      -2.902627185007e-08       5.975514757788e-08       2.551357604809e-08       8.255175474416e-09      -2.526566992336e-09      -4.879854449202e-10      -3.908634589648e-09      -7.169067524046e-09       1.089425383383e+01      -2.595518054453e-08       3.800540761201e-08       1.236967034684e-08      -2.098873111483e-07       1.461139056720e-09       6.739847162280e-09       6.309996502006e-09      -2.059645088828e-08       8.843143982241e+00       5.186336755903e-08       3.643951216481e-07       1.448633773991e-06      -5.112521923813e-09       2.659985038714e-08       1.129624746978e-09       4.431692102010e-08       7.458451870181e+00      -2.331120781884e-06       8.608271747008e-07       1.141202724385e-08       1.285604043262e-08       1.883020587621e-09       1.789508540382e-09       6.434495981305e+00       8.172762965376e-08       2.252329964731e-07       7.030161479344e-08      -4.874335669347e-08       6.641655717727e-09       5.636420177324e+00       3.560820973716e-09      -4.280051619208e-07       8.588030754727e-07       6.014042340438e-07       4.992755499999e+00       1.333602969391e-08      -3.357242234483e-07      -5.389801254690e-07       4.461017194059e+00       1.001384397068e-07      -2.262550985923e-08       4.013892202629e+00       1.432986990572e-07       3.632682495222e+00 
 2251       1.459599059111e+01      -4.002706532235e-08      -2.910855232002e-08       6.013197137130e-08       2.563693750367e-08       8.269146628188e-09      -2.527630448369e-09      -2.365872892212e-10      -3.919971424977e-09      -7.194423440272e-09       1.089609255705e+01      -2.599639588666e-08       3.811031196419e-08       1.243088710356e-08      -2.939611531148e-07       1.380989132314e-09       6.271272612880e-09       6.586874839257e-09      -2.085174379383e-08       8.844774194939e+00       4.938475007964e-08       4.119202838478e-07       1.381771076139e-06      -5.247923952071e-09       2.696489016429e-08       6.900960906954e-10       4.313073714529e-08       7.459916487991e+00      -2.373271072571e-06       1.254675831619e-06       1.216213856215e-08       1.352562774968e-08       1.716657301805e-09       1.751780005844e-09       6.435823730898e+00      -7.555392301202e-09       2.417739570003e-07       5.036848048718e-08      -4.878982760361e-08       6.687937784813e-09       5.637631785056e+00       2.341064961287e-10      -4.299651408820e-07       9.874028392024e-07       5.659336947597e-07       4.993866670873e+00       1.281512634862e-08      -1.482571397155e-07      -6.700121738898e-07       4.462040377962e+00       9.961858579815e-08      -2.101096005711e-08       4.014837618001e+00       1.445232421951e-07       3.633558618268e+00 
 2252       1.459810134144e+01      -4.048383652367e-08      -2.916766526960e-08       6.043308952219e-08       2.572741664874e-08       8.273759057534e-09      -2.526534452191e-09       5.426596828100e-11      -3.927046898380e-09      -7.215059970301e-09       1.089793059345e+01      -2.604251309952e-08       3.821371064282e-08       1.248844546917e-08      -3.725457005970e-07       1.303402320484e-09       5.821377317156e-09       6.831118350924e-09      -2.104924266071e-08       8.846403821947e+00       4.682741133011e-08       4.590351242022e-07       1.301050526073e-06      -5.371682316118e-09       2.718957382957e-08       2.402239086269e-10       4.195262397135e-08       7.461380591483e+00      -2.413871695849e-06       1.638829352146e-06       1.285604121351e-08       1.412010639775e-08       1.554891772264e-09       1.711395454398e-09       6.437151027216e+00      -9.758330792679e-08       2.581686813280e-07       3.033921913127e-08      -4.879202235556e-08       6.708166530805e-09       5.638842984085e+00      -2.942420135111e-09      -4.321493866328e-07       1.111230980742e-06       5.257101287260e-07       4.994977472959e+00       1.211877009003e-08       3.741523422997e-08      -7.936956156244e-07       4.463063227530e+00       9.804630227882e-08      -1.934119649470e-08       4.015782728871e+00       1.456104781946e-07       3.634434461760e+00 
 2253       1.460021123749e+01      -4.090869886184e-08      -2.919982471463e-08       6.065594126176e-08       2.578533905022e-08       8.268554130985e-09      -2.523001079200e-09       3.859516647389e-10      -3.929745888633e-09      -7.231090985477e-09       1.089976794339e+01      -2.609337606265e-08       3.831588224956e-08       1.254240393130e-08      -4.443943997105e-07       1.229194562069e-09       5.393073409383e-09       7.038582600038e-09      -2.118676739445e-08       8.848032863765e+00       4.418854459906e-08       5.057214103278e-07       1.206317158761e-06      -5.483451106392e-09       2.726549453403e-08      -2.207818523832e-10       4.078511004442e-08       7.462844180934e+00      -2.452864906882e-06       2.010580395610e-06       1.348779439840e-08       1.463554947089e-08       1.399756466254e-09       1.668183216426e-09       6.438477870519e+00      -1.877819022243e-07       2.744019769046e-07       1.040291558177e-08      -4.874959068493e-08       6.700581225662e-09       5.640053774635e+00      -5.948457874328e-09      -4.345835161518e-07       1.229583392552e-06       4.808142215010e-07       4.996087906444e+00       1.123832558860e-08       2.196453526957e-07      -9.086206149578e-07       4.464085742924e+00       9.536234416053e-08      -1.762746730574e-08       4.016727535410e+00       1.465573617346e-07       3.635310025808e+00 
 2254       1.460232027957e+01      -4.131190195157e-08      -2.920123139251e-08       6.079795726845e-08       2.581103166530e-08       8.253071655040e-09      -2.516751433249e-09       7.598517501512e-10      -3.927952896054e-09      -7.242630795145e-09       1.090160460724e+01      -2.614882806664e-08       3.841710638672e-08       1.259282121170e-08      -5.082563099350e-07       1.159184676304e-09       4.989283227800e-09       7.205108667326e-09      -2.126213057155e-08       8.849661320870e+00       4.146533374644e-08       5.519608484104e-07       1.097415556679e-06      -5.582883268794e-09       2.718421657633e-08      -6.937139811373e-10       3.963073282163e-08       7.464307256602e+00      -2.490192767127e-06       2.367212080152e-06       1.405143662762e-08       1.506801665792e-08       1.253291033926e-09       1.621971031262e-09       6.439804261053e+00      -2.775749167257e-07       2.904585984078e-07      -9.250673384570e-09      -4.866218139795e-08       6.663415072520e-09       5.641264156918e+00      -8.763634684074e-09      -4.372932358020e-07       1.341753501863e-06       4.313269785664e-07       4.997197971505e+00       1.016512809278e-08       3.967798341606e-07      -1.013372383341e-06       4.465107924296e+00       9.150726354914e-08      -1.588106094217e-08       4.017672037784e+00       1.473608376642e-07       3.636185310519e+00 
