# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1000, i.e. number of multipoles equal to 999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[1]-dens[11]      13:dens[2]-dens[2]       14:dens[2]-dens[3]       15:dens[2]-dens[4]       16:dens[2]-dens[5]       17:dens[2]-dens[6]       18:dens[2]-dens[7]       19:dens[2]-dens[8]       20:dens[2]-dens[9]       21:dens[2]-dens[10]      22:dens[2]-dens[11]      23:dens[3]-dens[3]       24:dens[3]-dens[4]       25:dens[3]-dens[5]       26:dens[3]-dens[6]       27:dens[3]-dens[7]       28:dens[3]-dens[8]       29:dens[3]-dens[9]       30:dens[3]-dens[10]      31:dens[3]-dens[11]      32:dens[4]-dens[4]       33:dens[4]-dens[5]       34:dens[4]-dens[6]       35:dens[4]-dens[7]       36:dens[4]-dens[8]       37:dens[4]-dens[9]       38:dens[4]-dens[10]      39:dens[4]-dens[11]      40:dens[5]-dens[5]       41:dens[5]-dens[6]       42:dens[5]-dens[7]       43:dens[5]-dens[8]       44:dens[5]-dens[9]       45:dens[5]-dens[10]      46:dens[5]-dens[11]      47:dens[6]-dens[6]       48:dens[6]-dens[7]       49:dens[6]-dens[8]       50:dens[6]-dens[9]       51:dens[6]-dens[10]      52:dens[6]-dens[11]      53:dens[7]-dens[7]       54:dens[7]-dens[8]       55:dens[7]-dens[9]       56:dens[7]-dens[10]      57:dens[7]-dens[11]      58:dens[8]-dens[8]       59:dens[8]-dens[9]       60:dens[8]-dens[10]      61:dens[8]-dens[11]      62:dens[9]-dens[9]       63:dens[9]-dens[10]      64:dens[9]-dens[11]      65:dens[10]-dens[10]     66:dens[10]-dens[11]     67:dens[11]-dens[11]  
  696       1.738522945412e+01       1.127583092376e-07      -3.179882972123e-08       4.519803582713e-09       7.298537139457e-09      -3.096402135115e-09      -8.402625377323e-08       2.299546891258e-09      -1.553905647951e-09       7.415887903652e-10      -8.270436429929e-10       1.378713072505e+01       1.206709360734e-08      -6.061922397224e-09      -2.922072621463e-09       1.811541832250e-09       8.527677790062e-10      -6.539532491538e-10       5.603855028296e-10      -3.435790090586e-10       1.361598065878e-10       1.043344051951e+01       9.471593728737e-09       2.198865675424e-09      -7.217811138419e-10       7.557264942664e-11      -3.028866997689e-10       2.264686150392e-10       3.060307129054e-10       3.630925241452e-10       8.625602675246e+00       2.248355952659e-09      -7.054466120051e-10      -2.053141674781e-09      -2.912731829312e-09      -1.106911704449e-08      -1.100760192424e-08       8.598253764233e-09       7.421567538689e+00      -9.152319191921e-10       1.164922887071e-08       1.548252283704e-08      -1.240276280328e-08       2.017072428393e-08       4.191343624553e-09       6.536327594836e+00      -1.743630117443e-08      -9.708463522314e-09       2.550336858786e-08       2.710893936214e-08      -1.215905039317e-08       5.846676686115e+00      -2.870132620498e-08      -1.435948107545e-08      -3.723486843322e-08       2.478117622435e-08       5.288508866417e+00      -4.349549695652e-08       4.712981250421e-08      -2.846089526432e-08       4.824361059095e+00       4.699596937774e-08       1.738671903743e-08       4.430515060251e+00      -6.462151043832e-08       4.091063300340e+00 
  697       1.739256723073e+01       1.198010829213e-07      -3.361976941612e-08       4.527307472880e-09       7.679587136952e-09      -3.236742065664e-09      -8.405707448204e-08       2.444640161103e-09      -1.668070453199e-09       7.767030769282e-10      -8.818893599967e-10       1.379399208349e+01       1.254651218161e-08      -6.071597863644e-09      -3.020832296360e-09       1.856978426383e-09       9.124651629636e-10      -6.881971371352e-10       5.836956066879e-10      -3.483189800036e-10       1.519150367462e-10       1.043948608160e+01       9.543774082475e-09       2.117065259459e-09      -7.312210007142e-10       1.983655749144e-11      -2.800033576065e-10       2.248254303758e-10       2.967275328887e-10       4.704376690244e-10       8.631078983851e+00       2.078613004827e-09      -5.772253293340e-10      -2.065812820569e-09      -1.504803038016e-09      -1.137737000124e-08      -1.052756026389e-08       8.586698650493e-09       7.426605566850e+00      -1.095021952329e-09       1.164806248728e-08       1.529780565150e-08      -1.194926608095e-08       2.043257235550e-08       3.593520329926e-09       6.541007761202e+00      -1.701580995756e-08      -9.080500145761e-09       2.620149239560e-08       2.615566097578e-08      -1.427777209593e-08       5.851053460956e+00      -2.841476056909e-08      -1.584474789846e-08      -3.670444413397e-08       2.686992385657e-08       5.292622362320e+00      -4.413161965493e-08       4.731329492615e-08      -2.979735070694e-08       4.828241764314e+00       4.472139836401e-08       9.814910532951e-09       4.434187582621e+00      -6.442779777529e-08       4.094547723652e+00 
  698       1.739989487426e+01       1.267770286142e-07      -3.542761213760e-08       4.537856645362e-09       8.058919289705e-09      -3.377146543783e-09      -8.407263912930e-08       2.588490833065e-09      -1.781736981606e-09       8.117356326723e-10      -9.362410865801e-10       1.380084490760e+01       1.302073452882e-08      -6.079872679602e-09      -3.120763456876e-09       1.901826640368e-09       9.724231777545e-10      -7.220555663614e-10       6.067666667141e-10      -3.531814275772e-10       1.677458143748e-10       1.044552458946e+01       9.616162997072e-09       2.033074800624e-09      -7.404492894761e-10      -3.629644670055e-11      -2.561661551530e-10       2.219632523547e-10       2.866530011201e-10       5.781798047919e-10       8.636549142710e+00       1.909762759798e-09      -4.528908469442e-10      -2.074333603774e-09      -6.882483592471e-11      -1.161557822269e-08      -1.000988530552e-08       8.571149696078e-09       7.431638093720e+00      -1.260310361642e-09       1.164254741961e-08       1.510639611508e-08      -1.148771795742e-08       2.059417663937e-08       2.959349014617e-09       6.545682937694e+00      -1.655249009691e-08      -8.381325115850e-09       2.684573157631e-08       2.512280725666e-08      -1.629687891397e-08       5.855425670982e+00      -2.812861062631e-08      -1.720768432246e-08      -3.615002544694e-08       2.878318305553e-08       5.296731648236e+00      -4.453992124644e-08       4.747555860614e-08      -3.091076017438e-08       4.832118574359e+00       4.230592097113e-08       2.118855380438e-09       4.437856499218e+00      -6.385651356045e-08       4.098028768091e+00 
  699       1.740721241083e+01       1.336794694783e-07      -3.722071564076e-08       4.551255383177e-09       8.436038822632e-09      -3.517456457275e-09      -8.407281634703e-08       2.730964231927e-09      -1.894715405751e-09       8.466616252662e-10      -9.900463981663e-10       1.380768921957e+01       1.349003715716e-08      -6.086777556103e-09      -3.221869021505e-09       1.946041678371e-09       1.032622808941e-09      -7.555786336631e-10       6.295913895172e-10      -3.582332228149e-10       1.836476608793e-10       1.045155606099e+01       9.688736342944e-09       1.948158990377e-09      -7.495058529490e-10      -9.237573268818e-11      -2.314400073645e-10       2.180104441205e-10       2.759502083031e-10       6.848150341466e-10       8.642013166622e+00       1.743595470058e-09      -3.333864551000e-10      -2.078624672922e-09       1.376355875258e-09      -1.178222364119e-08      -9.456614284030e-09       8.551576863614e-09       7.436665132439e+00      -1.409205156381e-09       1.163260484731e-08       1.490774035001e-08      -1.101841649729e-08       2.065500666464e-08       2.297923444670e-09       6.550353135589e+00      -1.604703380910e-08      -7.620363650939e-09       2.743489242713e-08       2.401431685866e-08      -1.819549303059e-08       5.859793327149e+00      -2.784303908321e-08      -1.843213180509e-08      -3.557188237830e-08       3.050371902093e-08       5.300836733805e+00      -4.471979244739e-08       4.761694875644e-08      -3.178923398842e-08       4.835991498329e+00       3.975992047313e-08      -5.595597739225e-09       4.441521817823e+00      -6.291540715198e-08       4.101506440677e+00 
  700       1.741451986086e+01       1.405016591212e-07      -3.899742034960e-08       4.567305504508e-09       8.810445528610e-09      -3.657510906204e-09      -8.405747435554e-08       2.871924272604e-09      -2.006813793860e-09       8.814559537415e-10      -1.043252321696e-09       1.381452503738e+01       1.395470025206e-08      -6.092343658641e-09      -3.324151882102e-09       1.989578287193e-09       1.093044821657e-09      -7.888170470021e-10       6.521624221680e-10      -3.635419942128e-10       1.996160452126e-10       1.045758051120e+01       9.761469714530e-09       1.863597131852e-09      -7.584310382076e-10      -1.479454990662e-10      -2.058906359111e-10       2.130969272893e-10       2.647639369359e-10       7.888222486279e-10       8.647471068184e+00       1.581921762471e-09      -2.196659166057e-10      -2.078606077138e-09       2.811674821817e-09      -1.187577606458e-08      -8.869810385976e-09       8.527950059014e-09       7.441686694366e+00      -1.539793812410e-09       1.161815536254e-08       1.470127857322e-08      -1.054166363630e-08       2.061453334943e-08       1.618443974623e-09       6.555018364664e+00      -1.550014426567e-08      -6.807153912450e-09       2.796777174336e-08       2.283417910189e-08      -1.995250562621e-08       5.864156439146e+00      -2.755821038242e-08      -1.950175630892e-08      -3.497028962622e-08       3.201411322709e-08       5.304937627570e+00      -4.467063396828e-08       4.773781613378e-08      -3.242076321480e-08       4.839860544361e+00       3.709390871068e-08      -1.322138169406e-08       4.445183545365e+00      -6.161234437064e-08       4.104980747669e+00 
  701       1.742181723905e+01       1.472367813577e-07      -4.075604929721e-08       4.585806353629e-09       9.181633749406e-09      -3.797147196571e-09      -8.402648096319e-08       3.011233455288e-09      -2.117838102391e-09       9.160932475575e-10      -1.095805333740e-09       1.382135237484e+01       1.441500769001e-08      -6.096602608943e-09      -3.427614903733e-09       2.032390754714e-09       1.153669759825e-09      -8.218221277037e-10       6.744723520189e-10      -3.691761304244e-10       2.156463836885e-10       1.046359795227e+01       9.834338429317e-09       1.780683192201e-09      -7.672656682955e-10      -2.025447550111e-10      -1.795845721300e-10       2.073541876202e-10       2.532406674167e-10       8.886630671666e-10       8.652922857771e+00       1.426572710868e-09      -1.126935038004e-10      -2.074197264375e-09       4.217849579948e-09      -1.189469313925e-08      -8.251562845350e-09       8.500239131618e-09       7.446702789062e+00      -1.650143200233e-09       1.159911896827e-08       1.448644507575e-08      -1.005776519554e-08       2.047222901475e-08       9.302179310761e-10       6.559678633193e+00      -1.491253563575e-08      -5.951347414159e-09       2.844315678964e-08       2.158643416011e-08      -2.154657606310e-08       5.868515015386e+00      -2.727429070858e-08      -2.040004768617e-08      -3.434552659946e-08       3.329676278321e-08       5.309034336969e+00      -4.439185656978e-08       4.783851706105e-08      -3.279321925748e-08       4.843725719631e+00       3.431852656143e-08      -2.065020654231e-08       4.448841687909e+00      -5.995530794872e-08       4.108451694559e+00 
  702       1.742910455433e+01       1.538779499703e-07      -4.249490806586e-08       4.606554791836e-09       9.549092356618e-09      -3.936200833987e-09      -8.397970356624e-08       3.148752860592e-09      -2.227592168613e-09       9.505478656662e-10      -1.147651358607e-09       1.382817124155e+01       1.487124705240e-08      -6.099586486717e-09      -3.532260924521e-09       2.074432908326e-09       1.214477945375e-09      -8.546458126904e-10       6.965137065230e-10      -3.752047829566e-10       2.317340397956e-10       1.046960839344e+01       9.907317526859e-09       1.700725854921e-09      -7.760510439424e-10      -2.557073018066e-10      -1.525891599782e-10       2.009152806877e-10       2.415285841481e-10       9.827817746349e-10       8.658368543531e+00       1.279399908654e-09      -1.344403555394e-11      -2.065317079646e-09       5.575378797675e-09      -1.183742031305e-08      -7.603987039294e-09       8.468413874321e-09       7.451713424279e+00      -1.738299513027e-09       1.157541507657e-08       1.426266820212e-08      -9.567030895769e-09       2.022756739838e-08       2.426599962451e-10       6.564333947935e+00      -1.428493312876e-08      -5.062709431501e-09       2.885982527108e-08       2.027517324816e-08      -2.295613107022e-08       5.872869063002e+00      -2.699144799435e-08      -2.111031906346e-08      -3.369787743590e-08       3.433387979369e-08       5.313126868325e+00      -4.388288111869e-08       4.791941344901e-08      -3.289435345301e-08       4.847587030339e+00       3.144454441039e-08      -2.777255517376e-08       4.452496250659e+00      -5.795239797894e-08       4.111919286068e+00 
  703       1.743638180982e+01       1.604182084702e-07      -4.421228472714e-08       4.629345188376e-09       9.912304732607e-09      -4.074505517352e-09      -8.391700914857e-08       3.284342144694e-09      -2.335877703197e-09       9.847938955765e-10      -1.198735766458e-09       1.383498164284e+01       1.532370963927e-08      -6.101327831396e-09      -3.638092755497e-09       2.115658113379e-09       1.275449477467e-09      -8.873406567146e-10       7.182789530540e-10      -3.816978688664e-10       2.478743240111e-10       1.047561184108e+01       9.980381767802e-09       1.625048572188e-09      -7.848289452798e-10      -3.069617143693e-10      -1.249725589861e-10       1.939148375532e-10       2.297775816421e-10       1.069605260397e-09       8.663808131362e+00       1.142275541405e-09       7.709708573898e-11      -2.051883763244e-09       6.864541416773e-09      -1.170239079836e-08      -6.929224583840e-09       8.432444023705e-09       7.456718605955e+00      -1.802288194668e-09       1.154696250683e-08       1.402937032974e-08      -9.069774371738e-09       1.988002366873e-08      -4.347074084745e-10       6.568984314125e+00      -1.361807303700e-08      -4.151119410858e-09       2.921654530435e-08       1.890453880940e-08      -2.415936392800e-08       5.877218587832e+00      -2.670985192641e-08      -2.161570622646e-08      -3.302763102111e-08       3.510749071837e-08       5.317215226838e+00      -4.314313864389e-08       4.798087281801e-08      -3.271179666482e-08       4.851444481709e+00       2.848286262024e-08      -3.447767895103e-08       4.456147237945e+00      -5.561183236342e-08       4.115383526142e+00 
  704       1.744364900283e+01       1.668505298581e-07      -4.590644978213e-08       4.653969411371e-09       1.027074875143e-08      -4.211893132534e-09      -8.383826428155e-08       3.417859534481e-09      -2.442494282793e-09       1.018805152419e-09      -1.249003371418e-09       1.384178357978e+01       1.577269048320e-08      -6.101859643880e-09      -3.745113180450e-09       2.156019271614e-09       1.336564231707e-09      -9.199598345916e-10       7.397604987253e-10      -3.887260734573e-10       2.640624936149e-10       1.048160829860e+01       1.005350563290e-08       1.554989617195e-09      -7.936416335576e-10      -3.558313227744e-10      -9.680374721020e-11       1.864890704372e-10       2.181392706249e-10       1.147542956859e-09       8.669241624904e+00       1.017092459464e-09       1.579338371630e-10      -2.033814948978e-09       8.065395894688e-09      -1.148802553502e-08      -6.229443429652e-09       8.392299260179e-09       7.461718338195e+00      -1.840113867766e-09       1.151367948409e-08       1.378596784828e-08      -8.566313186432e-09       1.942907443873e-08      -1.092253738949e-09       6.573629735462e+00      -1.291270277837e-08      -3.226571378863e-09       2.951207538882e-08       1.747872470314e-08      -2.513423365315e-08       5.881563594417e+00      -2.642967395142e-08      -2.189916700462e-08      -3.233508100691e-08       3.559943573281e-08       5.321299416585e+00      -4.217207039236e-08       4.802326831969e-08      -3.223305887758e-08       4.855298077982e+00       2.544451200167e-08      -4.065359335089e-08       4.459794653220e+00      -5.294194726261e-08       4.118844417944e+00 
  705       1.745090612477e+01       1.731678163853e-07      -4.757565610153e-08       4.680216818751e-09       1.062389675978e-08      -4.348193746041e-09      -8.374333512376e-08       3.549161822696e-09      -2.547239342620e-09       1.052555178011e-09      -1.298398429684e-09       1.384857704914e+01       1.621848836311e-08      -6.101215388282e-09      -3.853324955769e-09       2.195468819609e-09       1.397801859365e-09      -9.525571434326e-10       7.609506902098e-10      -3.963608529760e-10       2.802937525029e-10       1.048759776647e+01       1.012666332206e-08       1.491902136478e-09      -8.025318528603e-10      -4.018341937815e-10      -6.815252418614e-11       1.787757783913e-10       2.067669841422e-10       1.214986778022e-09       8.674669025523e+00       9.057642505440e-10       2.280595382874e-10      -2.011027662396e-09       9.157779426456e-09      -1.119273315339e-08      -5.506837957754e-09       8.347949208105e-09       7.466712623265e+00      -1.849760261691e-09       1.147548363728e-08       1.353187113907e-08      -8.056968845385e-09       1.887419777972e-08      -1.720239944746e-09       6.578270214104e+00      -1.216958093898e-08      -2.299174351688e-09       2.974516437765e-08       1.600197639205e-08      -2.585846418344e-08       5.885904085989e+00      -2.615108728206e-08      -2.194348065592e-08      -3.162052582991e-08       3.579136808859e-08       5.325379440504e+00      -4.096912788515e-08       4.804697875868e-08      -3.144552879146e-08       4.859147822407e+00       2.234065428379e-08      -4.618707360558e-08       4.463438499053e+00      -4.995119754420e-08       4.122301963852e+00 
  706       1.745815316116e+01       1.793628993145e-07      -4.921813886576e-08       4.707874249180e-09       1.097121555792e-08      -4.483235598705e-09      -8.363208742083e-08       3.678104363080e-09      -2.649908169047e-09       1.086017239920e-09      -1.346864637638e-09       1.385536204336e+01       1.666140581803e-08      -6.099428993672e-09      -3.962730810300e-09       2.233958727209e-09       1.459141786597e-09      -9.851870048778e-10       7.818418135594e-10      -4.046744373085e-10       2.965632510013e-10       1.049358024222e+01       1.019982875332e-08       1.437154202257e-09      -8.115428318234e-10      -4.444831123599e-10      -3.908951388183e-11       1.709143529703e-10       1.958157836634e-10       1.270311058027e-09       8.680090332298e+00       8.102253123260e-10       2.864568141706e-10      -1.983438319014e-09       1.012130716663e-08      -1.081490993729e-08      -4.763629075272e-09       8.299363435933e-09       7.471701461575e+00      -1.829190140605e-09       1.143229199748e-08       1.326648455447e-08      -7.542066810968e-09       1.821487323529e-08      -2.308818085575e-09       6.582905750654e+00      -1.138947731582e-08      -1.379152744347e-09       2.991455144900e-08       1.447859112961e-08      -2.630954356248e-08       5.890240064466e+00      -2.587426690293e-08      -2.173124725153e-08      -3.088426873011e-08       3.566475347361e-08       5.329455300391e+00      -3.953377297335e-08       4.805238861430e-08      -3.033647341652e-08       4.862993717234e+00       1.918258258438e-08      -5.096365034412e-08       4.467078777127e+00      -4.664815723209e-08       4.125756165452e+00 
  707       1.746539009159e+01       1.854285386804e-07      -5.083211550514e-08       4.736726012984e-09       1.131216638061e-08      -4.616845099351e-09      -8.350438650525e-08       3.804541065517e-09      -2.750293892177e-09       1.119164330531e-09      -1.394345129961e-09       1.386213855055e+01       1.710174916100e-08      -6.096534855824e-09      -4.073333445188e-09       2.271440495974e-09       1.520563213664e-09      -1.017904467330e-09       8.024260940243e-10      -4.137398326769e-10       3.128660856802e-10       1.049955572035e+01       1.027297556191e-08       1.392128864763e-09      -8.207182853498e-10      -4.832855632147e-10      -9.686167650479e-12       1.630457839037e-10       1.854424651868e-10       1.311872489710e-09       8.685505542004e+00       7.324309250576e-10       3.320975583655e-10      -1.950962722546e-09       1.093537145118e-08      -1.035293978702e-08      -4.002064311169e-09       8.246511456338e-09       7.476684851674e+00      -1.776345231489e-09       1.138402099621e-08       1.298920639727e-08      -7.021936516678e-09       1.745058183519e-08      -2.848030947725e-09       6.587536344153e+00      -1.057317295942e-08      -4.768467799878e-10       3.001896607703e-08       1.291291814756e-08      -2.646472312454e-08       5.894571530437e+00      -2.559938957663e-08      -2.124488706054e-08      -3.012661776939e-08       3.520086937229e-08       5.333526996894e+00      -3.786547789406e-08       4.803988806229e-08      -2.889303766697e-08       4.866835763712e+00       1.598172188032e-08      -5.486760523361e-08       4.470715488229e+00      -4.304151995531e-08       4.129207023533e+00 
  708       1.747261688966e+01       1.913574230512e-07      -5.241578564001e-08       4.766553883083e-09       1.164620487805e-08      -4.748846818481e-09      -8.336009729610e-08       3.928324391182e-09      -2.848187478433e-09       1.151969166108e-09      -1.440782477739e-09       1.386890655442e+01       1.753982849282e-08      -6.092567838956e-09      -4.185135533730e-09       2.307865157615e-09       1.582045114148e-09      -1.050765208185e-09       8.226956958725e-10      -4.236308243356e-10       3.291972991676e-10       1.050552419240e+01       1.034607709927e-08       1.358224204576e-09      -8.301024163257e-10      -5.177437123119e-10       1.998523281637e-11       1.553126647681e-10       1.758055653444e-10       1.338010063153e-09       8.690914649103e+00       6.743573241530e-10       3.639428959239e-10      -1.913516063129e-09       1.157914101945e-08      -9.805194182344e-09      -3.224417911982e-09       8.189362726346e-09       7.481662790234e+00      -1.689146152178e-09       1.133058646371e-08       1.269942890008e-08      -6.496911381426e-09       1.658080610919e-08      -3.327811660508e-09       6.592161992067e+00      -9.721460216500e-09       3.972871008087e-10       3.005712800313e-08       1.130935884329e-08      -2.630101667934e-08       5.898898483164e+00      -2.532663384969e-08      -2.046663993467e-08      -2.934788585013e-08       3.438080442593e-08       5.337594529504e+00      -3.596372532639e-08       4.800987299650e-08      -2.710224395553e-08       4.870673962079e+00       1.274962947790e-08      -5.778196662056e-08       4.474348632246e+00      -3.914009939695e-08       4.132654538084e+00 
  709       1.747983352297e+01       1.971421692889e-07      -5.396733102086e-08       4.797137085915e-09       1.197278109681e-08      -4.879063481945e-09      -8.319908429891e-08       4.049305347679e-09      -2.943377723140e-09       1.184404185859e-09      -1.486118686579e-09       1.387566603429e+01       1.797595771589e-08      -6.087563277478e-09      -4.298139721221e-09       2.343183272431e-09       1.643566234172e-09      -1.083825536070e-09       8.426427222097e-10      -4.344219792681e-10       3.455518799629e-10       1.051148564688e+01       1.041910643204e-08       1.336853384954e-09      -8.397399173377e-10      -5.473543884047e-10       4.985157253580e-11       1.478591986591e-10       1.670653675069e-10       1.347045004231e-09       8.696317645727e+00       6.380017727918e-10       3.809431464018e-10      -1.871012915555e-09       1.203156023604e-08      -9.170032145495e-09      -2.432990937554e-09       8.127886647475e-09       7.486635272042e+00      -1.565492339387e-09       1.127190362718e-08       1.239653820471e-08      -5.967328823832e-09       1.560503010096e-08      -3.737983312696e-09       6.596782690282e+00      -8.835142772640e-09       1.232675830735e-09       3.002774720699e-08       9.672366967275e-09      -2.579519969685e-08       5.903220920563e+00      -2.505618005858e-08      -1.937856469299e-08      -2.854839073372e-08       3.318545779294e-08       5.341657896546e+00      -3.382800844743e-08       4.796274505061e-08      -2.495099178774e-08       4.874508311559e+00       9.497995483143e-09      -5.958850517219e-08       4.477978208160e+00      -3.495282974311e-08       4.136098708283e+00 
  710       1.748703997416e+01       2.027760022235e-07      -5.548501534417e-08       4.828278436387e-09       1.229139797811e-08      -5.007316595384e-09      -8.302122289189e-08       4.167344540670e-09      -3.035683960310e-09       1.216437789382e-09      -1.530300231616e-09       1.388241698048e+01       1.841047199716e-08      -6.081579287155e-09      -4.412337956900e-09       2.377369807941e-09       1.705104697825e-09      -1.117133742166e-09       8.622709937952e-10      -4.461636385824e-10       3.619244572103e-10       1.051744007981e+01       1.049204163228e-08       1.329094175753e-09      -8.496681699583e-10      -5.717409108093e-10       7.983508012549e-11       1.408023952850e-10       1.593547659347e-10       1.337746225501e-09       8.701714529765e+00       6.248024240722e-10       3.823485967484e-10      -1.823484414642e-09       1.227719468004e-08      -8.447500082367e-09      -1.630198696203e-09       8.062156957932e-09       7.491602296488e+00      -1.404118371801e-09       1.120791215022e-08       1.208020149482e-08      -5.433572777002e-09       1.452428626127e-08      -4.070666042014e-09       6.601398438681e+00      -7.915409543956e-09       2.020204827275e-09       2.993002072947e-08       8.006518435695e-09      -2.493230556640e-08       5.907538843753e+00      -2.478822882896e-08      -1.797070469734e-08      -2.772853717432e-08       3.160401843037e-08       5.345717099246e+00      -3.146143658583e-08       4.789903863803e-08      -2.243476648840e-08       4.878338813839e+00       6.238145339705e-09      -6.020206478851e-08       4.481604217128e+00      -3.049353474169e-08       4.139539535355e+00 
  711       1.749423630452e+01       2.082548094751e-07      -5.696748607026e-08       4.859883350037e-09       1.260178820939e-08      -5.133428344410e-09      -8.282643343951e-08       4.282345587617e-09      -3.125054944115e-09       1.248022966091e-09      -1.573293279830e-09       1.388915944086e+01       1.884378052258e-08      -6.074764197852e-09      -4.527679249697e-09       2.410499338581e-09       1.766636816114e-09      -1.150703954786e-09       8.816316512947e-10      -4.588063256934e-10       3.783083785164e-10       1.052338752667e+01       1.056488176910e-08       1.334629521266e-09      -8.598936633424e-10      -5.910515808651e-10       1.098417782978e-10       1.341450016964e-10       1.526911893013e-10       1.310737292198e-09       8.707105329344e+00       6.338846871085e-10       3.686488981313e-10      -1.771432425524e-09       1.232390121792e-08      -7.644469687240e-09      -8.188348269412e-10       7.992667261456e-09       7.496563887215e+00      -1.207182382333e-09       1.113865181877e-08       1.175123490613e-08      -4.896202162047e-09       1.334583095910e-08      -4.327553323653e-09       6.606009258033e+00      -6.964964691658e-09       2.756979650552e-09       2.976513439574e-08       6.316721962276e-09      -2.373130748787e-08       5.911852270791e+00      -2.452305697817e-08      -1.626576983604e-08      -2.688906513328e-08       2.965959531457e-08       5.349772154029e+00      -2.888163332354e-08       4.781980489060e-08      -1.958396245456e-08       4.882165483618e+00       2.979535280655e-09      -5.967433780864e-08       4.485226671809e+00      -2.579534144252e-08       4.142977031185e+00 
  712       1.750142259161e+01       2.135751283617e-07      -5.841347868585e-08       4.891882435718e-09       1.290374096730e-08      -5.257219720932e-09      -8.261464787917e-08       4.394222380698e-09      -3.211471983628e-09       1.279108430401e-09      -1.615068776638e-09       1.389589347517e+01       1.927631485347e-08      -6.067290509222e-09      -4.644101249933e-09       2.442672387416e-09       1.828138251999e-09      -1.184541752226e-09       9.007882838927e-10      -4.722747909238e-10       3.946966128232e-10       1.052932803106e+01       1.063763124352e-08       1.352785316666e-09      -8.704150946984e-10      -6.055693383837e-10       1.397727903089e-10       1.278607944986e-10       1.470628802825e-10       1.267118231785e-09       8.712490078825e+00       6.637789873626e-10       3.406528898261e-10      -1.715482644037e-09       1.218551930997e-08      -6.769605490446e-09      -1.812830651212e-12       7.920021979277e-09       7.501520072854e+00      -9.777306659086e-10       1.106418840624e-08       1.141075340108e-08      -4.355825081527e-09       1.207856502668e-08      -4.512784367678e-09       6.610615173430e+00      -5.986920900916e-09       3.441661333333e-09       2.953479187839e-08       4.608013123529e-09      -2.221996243834e-08       5.916161223196e+00      -2.426096277280e-08      -1.429496025696e-08      -2.603080669946e-08       2.738411236444e-08       5.353823080460e+00      -2.611006233724e-08       4.772623564845e-08      -1.643809974365e-08       4.885988338263e+00      -2.687730936955e-10      -5.809221257960e-08       4.488845587217e+00      -2.089656338474e-08       4.146411209869e+00 
  713       1.750859890829e+01       2.187334697311e-07      -5.982171735379e-08       4.924205495701e-09       1.319704372418e-08      -5.378509889774e-09      -8.238579850066e-08       4.502888090265e-09      -3.294916409914e-09       1.309642360371e-09      -1.655597436621e-09       1.390261913972e+01       1.970851159352e-08      -6.059332713750e-09      -4.761540854561e-09       2.473990690179e-09       1.889584411106e-09      -1.218652765216e-09       9.198052191356e-10      -4.864928779506e-10       4.110820534762e-10       1.053526163424e+01       1.071029452735e-08       1.382878934789e-09      -8.812311277151e-10      -6.155806694932e-10       1.695281347762e-10       1.219232252940e-10       1.424578728531e-10       1.208002687902e-09       8.717868810734e+00       7.129976498709e-10       2.991795735685e-10      -1.656268104411e-09       1.187605812243e-08      -5.831674903819e-09       8.179206618256e-10       7.844832569879e-09       7.506470880543e+00      -7.188462305885e-10       1.098458877735e-08       1.105988527765e-08      -3.813056582285e-09       1.073149595820e-08      -4.630550369322e-09       6.615216208725e+00      -4.984427765089e-09       4.072899682889e-09       2.924072072809e-08       2.885485329013e-09      -2.042636307219e-08       5.920465721425e+00      -2.400224754968e-08      -1.208984741235e-08      -2.515460447372e-08       2.480987756966e-08       5.357869897184e+00      -2.316844298413e-08       4.761953720778e-08      -1.303716556800e-08       4.889807394337e+00      -3.497617330645e-09      -5.554363501883e-08       4.492460977649e+00      -1.583596037806e-08       4.149842084867e+00 
